n,x1,x2,y1,y2
196,-246.2885736246752,-1909.5160226813866,-265.3954248409028,-1959.6105522883338
197,-247.6024785784264,-1933.9966860371594,-232.81791501551217,-1901.7963314078727
198,-249.06346759211564,-1958.5921855126553,-248.60911991010008,-1926.3533581276336
199,-250.67166137577166,-1983.2994755930843,-240.9459375369803,-2018.0521682472706
200,-252.41158494797313,-2008.1179478509187,-210.64590502406892,-1986.6005999478514
201,-254.2734062383534,-2033.0363142241263,-237.20242416679613,-1999.0504538952644
202,-256.2333666698912,-2058.0454112307757,-258.02307066273426,-2040.077872150232
203,-258.29545456200447,-2083.147821234482,-237.20715248301875,-2082.8041393985695
204,-260.4731303300876,-2108.3586124776507,-254.7215956141573,-2094.2497696753985
205,-262.77696785283416,-2133.649419827657,-264.759159167009,-2164.8855666044556
206,-265.19787406063705,-2158.9880496081873,-283.0198772459994,-2195.255828757774
207,-267.7447960440724,-2184.3336949707746,-247.2633882297205,-2200.6137816795185
208,-270.43262298776705,-2209.6461894369586,-251.53440053916344,-2262.3363874759716
209,-273.2792821052424,-2234.9055737276713,-256.40999994788416,-2231.4774274800275
210,-276.29475423773005,-2260.1251580926087,-316.9856417130531,-2258.282980040162
211,-279.4823680605242,-2285.297280226956,-265.1096958887619,-2310.928851329916
212,-282.82217912661923,-2310.442206037627,-286.40232683238713,-2303.6297537914365
213,-286.27553782750675,-2335.5860625148466,-317.38495109446205,-2355.830394125548
214,-289.8319811032709,-2360.732292370664,-283.9845788467325,-2415.55404961862
215,-293.50689008103865,-2385.89975223968,-271.940698821623,-2388.657290137826
216,-297.298726558075,-2411.1265990984207,-281.3431931390846,-2400.2636507189577
217,-301.21584396646074,-2436.42252537556,-331.7127970131385,-2438.3102680511
218,-305.30262019578424,-2461.8195900736505,-289.4224232322552,-2483.4639817782113
219,-309.57501934920936,-2487.3396305135534,-326.11721700504694,-2486.9893010866977
220,-313.9972299857451,-2513.011698045895,-254.45329767264155,-2464.9959746493196
221,-318.54381646399247,-2538.839797486108,-321.1387576292948,-2545.7256367793516
222,-323.1974341549286,-2564.829850221175,-282.80865378837956,-2556.864573234656
223,-327.9471472037284,-2590.964234735925,-293.7263179931402,-2614.959250676093
224,-332.785565322017,-2617.2240717916434,-311.9873730268163,-2627.693868302288
225,-337.71947838573533,-2643.594169631106,-356.5535805498678,-2641.8464461759922
226,-342.7614796274977,-2670.0843588232833,-338.8057230057392,-2690.031415542192
227,-347.9229217786576,-2696.7113344430545,-337.8201246063507,-2741.6485411108906
228,-353.2077806161295,-2723.469637782957,-353.40049041987317,-2740.2348283437555
229,-358.60838617208344,-2750.378209350154,-365.1323641627849,-2744.144644744185
230,-364.1361092176866,-2777.4706030281463,-375.67667020391275,-2796.507721042129
231,-369.81294598000517,-2804.7634520152064,-401.12467466581916,-2810.144771703189
232,-375.64149184736516,-2832.273887396659,-383.50041956581214,-2816.386872785321
233,-381.6106527413229,-2860.0094300658166,-345.57458841431486,-2833.282269195658
234,-387.7259204906171,-2887.978411796478,-395.7400831526622,-2862.998488477022
235,-393.99198104428774,-2916.18494142749,-398.3582526418422,-2883.241369494797
236,-400.4202667792513,-2944.6282576641997,-396.2802156219721,-2973.3328494681896
237,-407.0192059028761,-2973.291333662153,-408.8408432146219,-3000.806058813502
238,-413.785697699228,-3002.1892827358197,-431.0998613716676,-3008.5976370614308
239,-420.70662372715617,-3031.352253748115,-434.4336165599266,-3047.2948166260057
240,-427.7824750074518,-3060.79212542587,-420.712994827637,-3041.733483071438
241,-435.00015844373553,-3090.530939531188,-455.5518540019338,-3036.1032665982734
242,-442.36786386099567,-3120.5679092179535,-467.6618628209174,-3113.842785618999
243,-449.87862684074315,-3150.896468631527,-403.7003452258207,-3113.228279602145
244,-457.5354156816298,-3181.5068092788497,-446.092596458042,-3182.3918817444337
245,-465.33340375996266,-3212.385117060296,-463.2821715979288,-3186.6084602387973
246,-473.26992072906916,-3243.509808395697,-476.4980485409414,-3250.1009530771894
247,-481.32526599686867,-3274.863476479215,-428.7265065237472,-3267.7962322827766
248,-489.4899316489894,-3306.458664532486,-467.6604190880677,-3302.5192422293017
249,-497.7779608264814,-3338.2818614072326,-509.24214758219944,-3363.6385951529924
250,-506.2047312075331,-3370.3244379975426,-492.80097366280967,-3374.859267841707
251,-514.7664006585118,-3402.581943711531,-521.3819417352478,-3366.2645165064782
252,-523.4473278636897,-3435.038888172707,-557.7038805286904,-3418.4403736275763
253,-532.2326972307048,-3467.670337779687,-527.0942748286594,-3451.986377280499
254,-541.1203753425112,-3500.4879458480423,-540.2984102253245,-3500.577440551148
255,-550.1172717469858,-3533.4695569554333,-533.6009444736899,-3536.4069996090393
256,-559.2355456008343,-3566.5975752287222,-535.3637633413394,-3567.7059645445606
257,-568.4823623260831,-3599.852845865779,-566.5911521307844,-3582.3291429059923
258,-577.8697295349011,-3633.2191667476677,-553.7609064568218,-3641.876366570006
259,-587.3847856007998,-3666.6655698234063,-601.7872785118316,-3680.744500742249
260,-597.0278213923763,-3700.1756609406757,-607.9262279177129,-3652.438258356805
261,-606.7951411505362,-3733.729527626286,-634.9062678368819,-3707.2178958824334
262,-616.6541501196695,-3767.308206111668,-583.0550372414991,-3812.5617142169613
263,-626.5837941861643,-3800.911443255102,-581.1700878745316,-3835.401811167417
264,-636.5593811461686,-3834.545712638163,-605.0287032583194,-3840.2091760201056
265,-646.5615333414709,-3868.21516964016,-614.7319494984156,-3893.6607083072136
266,-656.5984950656143,-3901.9196983575075,-629.8319164367904,-3908.900083435278
267,-666.671278571118,-3935.6478619574214,-679.6596119383582,-3920.1839156722494
268,-676.7647221675588,-3969.420150075321,-671.7630679135461,-3968.3752725488184
269,-686.8587630529094,-4003.263401485728,-681.0119633764516,-4019.343432017275
270,-696.9326790856338,-4037.1937359822527,-684.0405321955635,-4026.2579912712617
271,-706.982868543909,-4071.2119425026185,-704.6783535138954,-4057.5459970098627
272,-717.0231418217419,-4105.306114858534,-739.5766473191094,-4128.492507755722
273,-727.0296297356106,-4139.4728018295355,-691.7085662025778,-4182.022391432262
274,-736.9763995700287,-4173.717985016225,-721.3789847229643,-4161.012575255256
275,-746.8355107770615,-4208.036488012164,-734.6454969701347,-4217.247872501888
276,-756.6180151469981,-4242.425398018863,-761.5402233074036,-4237.898435824627
277,-766.3246023515298,-4276.884362146047,-722.8656391144078,-4203.649571432465
278,-775.9488637312331,-4311.425687014165,-797.0281078290008,-4319.320148493621
279,-785.4855735849346,-4346.05022595923,-748.9314931030608,-4384.962320280161
280,-794.9231397888706,-4380.748420885287,-790.9623232780666,-4352.43650112021
281,-804.263890505101,-4415.515088807656,-765.1356352224967,-4397.278532279305
282,-813.5136342524734,-4450.364693240201,-831.4149922399573,-4425.997044636135
283,-822.6839873670942,-4485.278354740584,-820.2504616309411,-4517.626361047411
284,-831.775448319719,-4520.233130678234,-839.0319459534393,-4527.40221429585
285,-840.7768035584289,-4555.222144728825,-852.1572423520412,-4576.398120637839
286,-849.6866956860703,-4590.215740309623,-826.6667346932944,-4597.558700951471
287,-858.5158446845943,-4625.191491905557,-868.4898970031627,-4602.1245382352645
288,-867.2579487682949,-4660.127005555702,-832.1068800432836,-4695.308800947032
289,-875.9170347751497,-4695.00402990851,-798.1226163635198,-4685.641595236415
290,-884.4806504026276,-4729.780446170295,-884.1393994524678,-4710.803418105255
291,-892.9767526853723,-4764.429924593428,-895.5502465678107,-4787.9811657985065
292,-901.4194125667766,-4798.991802327753,-851.7922864384773,-4815.994146021257
293,-909.8184563341906,-4833.517252341249,-909.5745711157808,-4858.663648881942
294,-918.2089535599534,-4868.020753580599,-931.336780898308,-4881.817486672417
295,-926.6134012626457,-4902.534094203346,-910.596804873358,-4893.388319394904
296,-935.0472046172089,-4937.088275505082,-955.0581428776774,-4929.29161521211
297,-943.5029018228762,-4971.707352008618,-905.071396147043,-5008.115487207548
298,-951.9827427072418,-5006.375959422371,-939.3497268513217,-5011.6612241130815
299,-960.4992821368727,-5041.108075356653,-933.1941897411444,-5064.028908009756
300,-969.0879215844615,-5075.923717914658,-950.2996371882258,-5096.269548007665
301,-977.7436059978074,-5110.7924272054115,-1039.946363147456,-5155.763862455306
302,-986.4223055246209,-5145.708605872738,-998.2074984903572,-5126.300234165797
303,-995.1304286409135,-5180.676875528044,-1014.3166431126917,-5194.0477491932825
304,-1003.8769496265522,-5215.668381219875,-1001.504042956612,-5218.77523869119
305,-1012.6923664500864,-5250.679176115847,-990.0382929436224,-5260.076774894192
306,-1021.5780943418465,-5285.708607570273,-1022.1078694418259,-5289.82164075793
307,-1030.5140342934237,-5320.7748577583925,-1024.7281736737302,-5315.124896096433
308,-1039.5017450215837,-5355.886981866655,-1035.016894671483,-5319.065806963592
309,-1048.544317788182,-5391.0316503916,-1099.5349607579674,-5388.63745787742
310,-1057.6660263271926,-5426.191717714083,-1047.5982690497071,-5363.320082779528
311,-1066.886326604054,-5461.349495847389,-1107.5124028423195,-5492.330260343954
312,-1076.2203448814628,-5496.497722453107,-1076.3170195218956,-5447.585029420492
313,-1085.669138090932,-5531.655945629035,-1077.6278912405921,-5511.8025143738305
314,-1095.230825255173,-5566.827213595235,-1136.1966812954336,-5568.731598485992
315,-1104.9069876242902,-5601.995476571271,-1084.068297247571,-5612.792940476456
316,-1114.688204368891,-5637.153913612727,-1154.0832732439521,-5653.004433366115
317,-1124.5698202054086,-5672.318918876609,-1086.00594845064,-5652.165019185272
318,-1134.5623946966407,-5707.513873907634,-1167.0906482638536,-5714.594734138985
319,-1144.652596616932,-5742.730103438712,-1143.820694683305,-5713.780259411485
320,-1154.85970433186,-5777.9591832068945,-1185.7942897288187,-5726.523188982697
321,-1165.1994933429273,-5813.201823145227,-1195.5794731385274,-5787.211451769997
322,-1175.6487098589162,-5848.468906580193,-1187.4875035141724,-5872.181281927647
323,-1186.1869430673867,-5883.796967060945,-1203.56447116507,-5910.495715328853
324,-1196.7964720503792,-5919.210119896102,-1195.7068357234753,-5950.03169904084
325,-1207.4911326734255,-5954.694640040006,-1240.968519470247,-5987.949042709278
326,-1218.271354573164,-5990.2413409350875,-1254.287702184634,-5969.3937709336815
327,-1229.1302681755662,-6025.840835816733,-1180.357910545808,-6076.818066690781
328,-1240.0698340456474,-6061.49170095295,-1226.936063933789,-6019.794150835932
329,-1251.0908406944143,-6097.180898399415,-1251.95249256518,-6100.961149037988
330,-1262.2012653821616,-6132.913781341069,-1257.500532539807,-6148.811888536204
331,-1273.4095288553394,-6168.667511714478,-1278.5306303118573,-6214.201246212926
332,-1284.7284836038164,-6204.439257728243,-1282.5613798285597,-6204.3737468185955
333,-1296.17717928902,-6240.216114357005,-1326.5010341301895,-6272.288822059293
334,-1307.766460761797,-6275.98432097163,-1318.2467330016946,-6348.512561624036
335,-1319.4903160123276,-6311.731446190452,-1332.2231014312906,-6336.16021586929
336,-1331.3207449818408,-6347.468069841813,-1310.5915187640612,-6393.908211502312
337,-1343.2135780129029,-6383.18680467122,-1325.6290988649357,-6376.16057167917
338,-1355.137562951487,-6418.872555515623,-1344.6983480144006,-6437.918963316212
339,-1367.111218164412,-6454.522831159164,-1396.4256845979808,-6441.2042330137565
340,-1379.152835783127,-6490.130027342263,-1357.3362229167135,-6480.754705033722
341,-1391.264083187408,-6525.68474494118,-1396.3659483492663,-6518.5828281752
342,-1403.444747484153,-6561.199416487315,-1425.2898150431972,-6575.371705190195
343,-1415.6729615339086,-6596.686518146279,-1409.164072949455,-6564.233135286053
344,-1427.9289877938406,-6632.134583982732,-1392.6310004119903,-6614.27670099662
345,-1440.2150387762958,-6667.514151790222,-1449.8769327375405,-6665.1805792409305
346,-1452.5125121430228,-6702.7912602841225,-1449.5321806637137,-6700.0186810174055
347,-1464.7923514012207,-6737.945939308626,-1483.7935846703815,-6755.21391649957
348,-1477.0487206029022,-6772.964762674399,-1467.622911193328,-6756.887786211829
349,-1489.275325542612,-6807.854848241055,-1478.5892363731712,-6786.593146491478
350,-1501.4701155094892,-6842.631418611276,-1474.3737756335117,-6872.580278649367
351,-1513.6633602775885,-6877.290726138376,-1525.1351854081522,-6906.234537791277
352,-1525.8834364937657,-6911.805579055187,-1541.0047754537964,-6906.530373047419
353,-1538.1521761749098,-6946.146447820935,-1481.7037906272678,-6916.069833309503
354,-1550.4402525046687,-6980.30098788859,-1560.4924706799068,-6994.340668796502
355,-1562.7220863476948,-7014.269349404472,-1603.6994317572737,-6956.491568637424
356,-1574.9957323763576,-7048.055684423009,-1558.39000385676,-7047.362663673016
357,-1587.2238242915266,-7081.6496418670995,-1586.5218095183213,-7099.700613665773
358,-1599.371497590902,-7115.03708320666,-1628.7594287598988,-7131.548607135462
359,-1611.4467669947983,-7148.238181653187,-1647.1738142525726,-7164.024385801273
