t,x1_100,x2_100,x1_990,x2_990,x1_950,x2_950,x1_925,x2_925,x1_900,x2_900
73,20.830141257050645,21.91838370519771,19.485211367987464,20.517246111132227,14.31785101247284,15.107534583106066,11.712926863219993,12.37008343899685,9.677787773437075,10.22874551747288
74,21.438086186887936,22.59666250480874,20.040921637816016,21.137494979706304,14.684861862275618,15.517204279001145,11.996529137303071,12.686210106286472,9.902550318069444,10.478732221032482
75,22.055564905819,23.28476272522292,20.604978064970513,21.76620169556368,15.056401198842469,15.931148799716718,12.283316038588268,13.005305070313437,10.129645333402586,10.730981684133447
76,22.682775350990706,23.982470492850688,21.177588194461727,22.403132620251668,15.432786952296278,16.34904506191475,12.573720086024204,13.326976417435066,10.35963793860401,10.98502360745991
77,23.3198665026256,24.689659305315832,21.758898359255156,23.04817352488043,15.81418577923429,16.770877996805595,12.867928794711098,13.651291945744509,10.592729926269644,11.241007795001535
78,23.966656975720056,25.405835614658837,22.34866559982312,23.700770130187202,16.20007387023467,17.195798945548987,13.165225566169212,13.977188198080887,10.828005818191587,11.497641318040914
79,24.623423699192134,26.13126502909593,22.947189069984653,24.36126932664863,16.590898615571554,17.62463008814326,13.466174829154008,14.305862197789695,11.066154313352044,11.75651838398037
80,25.29014437481334,26.865717497483523,23.554418265859677,25.029418272841916,16.986520000476492,18.05701692332807,13.770594976890257,14.636879804536266,11.306957518574135,12.01711046808347
81,25.96697356953375,27.60887170635033,24.170497935746408,25.70486579650154,17.38706201894634,18.492499240961983,14.078599696536058,14.969709682621577,11.550518114543026,12.27880245808422
82,26.654225932469373,28.36061248085858,24.795767667994156,26.38750422116071,17.793039312451302,18.93106351656964,14.390853433370962,15.30442059605897,11.797666654494064,12.541741789290583
83,27.351931692418557,29.121004225691014,25.430221871715695,27.077431447175968,18.204272086418822,19.373021258628302,14.70704645657276,15.641479080238891,12.047954512737,12.806544245557813
84,28.060157196419663,29.88982956422897,26.073916790395533,27.774415851955695,18.62082080861793,19.81811426426348,15.027271452324038,15.980608115108444,12.301517378180165,13.072900167514813
85,28.77874259851665,30.666678022794304,26.72663682253151,28.47800180340315,19.04220308667648,20.26568075923893,15.350854671271504,16.32097768010853,12.557478742590783,13.339780607713738
86,29.507674747518422,31.451700718478893,27.388359467250083,29.188395636917768,19.46841691919857,20.716242740182903,15.677844927199706,16.663336723849877,12.815953298577304,13.608166407119814
87,30.24721637125258,32.2447261717787,28.059365355981512,29.905430492327497,19.89987725582773,21.16966991794415,16.008776660775755,17.007563534389792,13.077608171807064,13.877929076709785
88,30.997261004971605,33.045428971338055,28.739513183210697,30.628764501405644,20.336308980985173,21.62555352108547,16.34329446079443,17.353188228312906,13.342005124903126,14.148521125704631
89,31.75790193627826,33.8538517126622,29.428902210678995,31.358481619278937,20.77790338304638,22.08418673494991,16.681683014971327,17.700638298600484,13.609533168554567,14.42050144255073
90,32.52877443312143,34.66973370593924,30.127091157859144,32.0943117993007,21.223878795148792,22.54525136586973,17.02292679521217,18.049542255401512,13.878925531096943,14.693428442434419
91,33.31006370036013,35.49291974869456,30.834281777008297,32.83610175868995,21.674575284936513,23.008620986653586,17.367491895687003,18.39979045612814,14.150791066541423,14.96720442082086
92,34.10190419670379,36.323334580705634,31.550620417645796,33.58378793589445,22.13025159774806,23.474305370957577,17.71573907235765,18.751442008776706,14.42560196122357,15.241936069791757
93,34.90410612229187,37.16081796471669,32.27588481120894,34.33720329994109,22.590569804935363,23.94211958969814,18.06725986188406,19.104293139088046,14.702871511033711,15.517391182390682
94,35.71641730968743,38.00538716620397,33.00978137637522,35.09638980589775,23.05508213021245,24.412256769454697,18.421512623367413,19.45864339545321,14.981958499377821,15.793972050789673
95,36.53892110091813,38.85678785743516,33.75240967814072,35.86107632255527,23.524041499511803,24.884388258012695,18.778891585871413,19.814115750917555,15.263413167131715,16.071240610003986
96,37.37140951836533,39.71488220013418,34.503519249631466,36.631127000167815,23.99705006947857,25.358411422322455,19.138914911106877,20.170619773004365,15.546665800631452,16.349106303415503
97,38.21373759939453,40.57963741766456,35.26294247193374,37.40653358319465,24.473893378187935,25.83446682241055,19.501348928016117,20.52839325987432,15.831457893773027,16.62789839175306
98,39.065818207009414,41.450867294515575,36.03057964700212,38.187113593798976,24.954480333071203,26.312400422000533,19.866126875327424,20.88728165971392,16.11774802022968,16.90744616586656
99,39.927713477939285,42.32842426674797,36.80652282000823,38.97273769400881,25.439136495920817,26.792194436086003,20.23376055966972,21.247334394468382,16.40624054502349,17.187857949998744
