t,x1_est,x2_est,x1_std,x2_std,x1_real,x2_real,x3_real,x4_real,x5_real,x6_real,reset
0,-7.832856661711822,-5.649730502552474,10.213105734152121,10.213105734152121,0.0013294329589663278,0.000294051213274316,0.004603313865664898,0.006292934325324192,0.007656121963716902,0.01626961781903299,0.0
1,-2.51273037029522,-15.428854322898399,10.328772891104773,10.328772891104773,0.00271407632681501,0.00636391517935282,-0.006960077625295274,0.001312238424527077,-0.027716986244177438,-0.005756775677423047,1.0
2,8.681384402767124,-4.6697315686651155,10.303155443595905,10.303155443595905,-0.009771804103698229,0.002674122162437225,-0.0102424662598504,-0.008594944938212237,0.02692014836439922,-0.0009467450899454371,1.0
3,-14.033945978172868,-12.209064859975106,10.265686880524507,10.265686880524507,-0.003923780407643769,-0.004770900526558067,0.02235806361304495,-0.004797980935783347,0.032497470751498524,0.011981388184712645,1.0
4,-2.218087004908614,-2.0387644749211375,9.888239924341,9.888239924340999,0.02982606265174845,-0.0019967358804037797,0.045441995541915914,0.014712392105308586,0.03390089223795369,0.03401694766268341,1.0
5,-6.071129275898446,-11.942280638598858,9.555856454563097,9.555856454563097,0.09260239789754904,0.02839483600492838,0.07964294701411458,0.041825853113660105,0.028636545144619045,0.010655540304160872,1.0
6,0.25498900109624634,7.365444544683835,8.637156337317409,8.637156337317407,0.18208336723777224,0.0777945660360567,0.09169459017618911,0.05723446294858147,-0.01130593614029888,0.0073077105462423745,0.0
7,6.2533389025123505,-3.022366138103348,8.907493896423823,8.90749389642382,0.2715624340737587,0.1422563396467089,0.09006542090166599,0.08100500928208923,0.009528339063338546,0.03659139453698448,1.0
8,5.608437800657198,-7.027998269442149,8.068504750492078,8.068504750492075,0.3597371519163866,0.23828065536628734,0.07661462694500269,0.11192153598147384,-0.042142255295421684,0.03956359372178031,0.0
9,0.6167820283121613,-5.3940916178699085,7.747425046429929,7.747425046429929,0.41087285176732335,0.3676640571487208,0.026833035024519745,0.14309243023734858,-0.046420779226890314,0.02375496811063902,0.0
10,2.3910004648689567,0.5021264791515765,7.504119096772028,7.504119096772025,0.40525730028590046,0.5293110574335422,-0.041071586058218,0.18838506729170215,-0.0749796255427669,0.07616435683861592,0.0
11,4.545686870196882,-7.250372594272085,7.285346676023305,7.285346676023302,0.31976314368543557,0.7545375292391067,-0.12962877197392064,0.2614412568117813,-0.08796682771811314,0.07154429917252131,0.0
12,7.792814014170918,-6.219888734104555,7.082719722592782,7.0827197225927785,0.14084490851299206,1.0424088758599335,-0.22837887335059873,0.30808989752824134,-0.08567279468034562,0.04469086303287475,0.0
13,1.7331021066096435,-1.5385471433666225,6.893964580619153,6.893964580619151,-0.13478590955474146,1.3677558065359194,-0.3281357359028175,0.3411355863063431,-0.1121876285268597,0.0480780844729824,0.0
14,0.9580659948686433,0.9568246723806,6.717762711502386,6.717762711502373,-0.5212814770851822,1.7415305350295132,-0.4438452589292125,0.4147396320835565,-0.10387224850265694,0.08561659319446621,0.0
15,0.9982458388535151,3.6626658599062756,6.5530358720837105,6.553035872083701,-1.0216162106505289,2.199483204797187,-0.5646560298722596,0.4986263556098524,-0.12843901446041367,0.07468082897739553,0.0
16,-3.6755116935510577,5.783260154724552,6.398836376823327,6.398836376823315,-1.6428519310060317,2.7283217083359057,-0.6689639369145985,0.5531916105317424,-0.07796724707592517,0.05256916383042834,0.0
17,-3.7642420619176,8.364977972770996,6.254323859295356,6.254323859295348,-2.3412692013095167,3.3100701418539056,-0.7324971725110261,0.6111824554430064,-0.07666134949752001,0.060194254761137475,0.0
18,-5.231063983549621,7.1676892881361915,6.118755297559034,6.1187552975590265,-3.1063719845750657,3.946451584734412,-0.7929215337504754,0.6551546294978099,-0.05200518503238456,0.034090173619669956,0.0
19,-4.140224593856382,10.39808499750382,5.991477675987188,5.991477675987185,-3.923716123582814,4.6228592251548895,-0.841279446345846,0.6965535931874359,-0.047200920354962296,0.0368242071352433,0.0
20,-2.775676692061185,5.763034883117593,5.871921337441228,5.871921337441229,-4.790794446453133,5.345021463995114,-0.8931840157233458,0.7494085968114906,-0.05367159316865386,0.05049529042447645,0.0
21,-5.323776827536948,7.298721739649597,5.75959362906444,5.75959362906444,-5.702309655530258,6.12457567979935,-0.924262471950976,0.8140397392433801,-0.019790802592453832,0.07105692441231366,0.0
22,-8.635608566647075,7.580757087275863,5.654072705074681,5.654072705074678,-6.637227129946699,6.981933528279631,-0.9436872392695953,0.9002504275709925,-0.01699368740954326,0.07786158095934716,0.0
23,-9.3308074458288,10.4274019475452,5.555001412953014,5.555001412953008,-7.592208633148416,7.92298102725827,-0.970163082116733,0.9853055192698391,-0.05081298506594256,0.09656637590386247,0.0
24,-15.25060727123935,12.819123748719873,5.4620811768272475,5.462081176827241,-8.584183621113729,8.952347581023556,-1.0157320878605849,1.0648831538825736,-0.06361445578968938,0.0641713168484868,0.0
25,-16.643408289634987,13.037479798417689,5.375065770123119,5.375065770123112,-9.63596210724834,10.051292934974404,-1.0886629482665244,1.135008669767072,-0.07251614156175755,0.08729089797157491,0.0
26,-19.17242039067338,13.716057913182762,5.293754851095785,5.29375485109578,-10.763372853273253,11.219221059839402,-1.163693311857067,1.1933428101304577,-0.06351855428807894,0.04371065604589012,0.0
27,-21.84155919138204,13.25703513972302,5.2179871313184,5.217987131318397,-11.953932268844701,12.436034299100594,-1.2132096710971851,1.2400407890141234,-0.032865647542245954,0.04263527386536111,0.0
28,-21.867819015777624,14.605912456825779,5.1476330633759835,5.147633063375979,-13.182345630631009,13.700353174393111,-1.245940899170152,1.286781122539227,-0.0363895451924053,0.034982939601166024,0.0
29,-21.546526742560776,16.741056286757427,5.08258697395049,5.082586973950488,-14.452456374111456,14.999687717218068,-1.2922148455139593,1.310283482027232,-0.026713315555145008,0.02431941651257012,0.0
30,-24.092791457951837,17.285362797798562,5.022758634182757,5.022758634182754,-15.761481186471517,16.32508560619234,-1.3311179753738875,1.3357891097360521,-0.0613393014011663,0.011220085271275411,0.0
31,-24.9646676029256,16.839066866613287,4.968064350262859,4.968064350262858,-17.129768160612052,17.678167964644015,-1.408728098911537,1.3800033217888923,-0.07965702187161458,0.05118000797499215,0.0
32,-22.735168429062647,18.014740232552338,4.918417769332183,4.918417769332183,-18.575942550634544,19.08390468850011,-1.4831612385568387,1.4352518676989556,-0.07467397553830843,0.07244610460203854,0.0
33,-24.350612149143885,18.395992523002356,4.873720719549438,4.873720719549436,-20.099095513451857,20.563045828502847,-1.5660681426083312,1.5206551919313458,-0.07693509822935544,0.07368388280592887,0.0
34,-25.873439034187633,21.014627955520346,4.833854523371436,4.8338545233714365,-21.700270824430547,22.122935166108963,-1.635707949591991,1.600255912964885,-0.07160039100980915,0.09816239832705831,0.0
35,-26.589115762197785,24.349680188013387,4.798672319418621,4.798672319418621,-23.36616185174544,23.77295109314042,-1.691663891287376,1.7005396938761759,-0.05769263132508526,0.09267290917640654,0.0
36,-32.015113946630414,26.429694172580522,4.767992977794477,4.767992977794478,-25.083178206847723,25.519762345936737,-1.7388912579780902,1.7965798001195064,-0.03440549448032844,0.1084302498734373,0.0
37,-30.768936566808872,27.85911118095056,4.741597175177332,4.741597175177331,-26.841853360585507,27.370638140136737,-1.7765049232892547,1.9016913114517315,-0.02784363479531478,0.11476807537722808,0.0
