t,x1_est,x2_est,x3_est,x4_est,x1_std,x2_std,x3_std,x4_std,x1_real,x2_real,x3_real,x4_real,x5_real,x6_real,reset
0,13.995004841133555,-1.6865842552112247,6.997513499936839,-0.8432934628170907,21.952853987138464,21.952853987138464,25.432283366036174,25.432283366036174,-0.009746559818330133,0.0017054847845369594,-0.023449238724910556,0.005958403925609841,-0.035338977673999995,0.011923968761522291,0.0
1,28.001662480967973,-14.936383276666735,10.86083391673476,-7.681547216649168,21.36956698385895,21.36956698385895,17.450100784000213,17.450100784000213,-0.04984122065871695,0.016620930903597092,-0.0543250086521619,0.02175560714015497,-0.032782299302173655,0.004759584460235873,0.0
2,25.03866019175191,-0.30322185933842505,4.78053634904378,2.133388855329116,20.62297085202702,20.62297085202702,12.053927798909863,12.053927798909863,-0.12255995819906125,0.033498498730322235,-0.0937198036203004,0.007636752684849493,-0.03687334836056014,-0.012152976731872761,0.0
3,2.7590192965980975,12.495750623568194,-4.739443793590782,5.885623862064636,19.590652925058126,19.590652925058126,8.795879745718652,8.795879745718652,-0.23322496578597526,0.0327999603805075,-0.12608782952887665,-0.012122717522429705,-0.04367321639368649,-0.030698921295918204,0.0
4,-4.170097249226539,11.502675049801606,-5.375472274998629,3.8875861407798378,18.572020197956835,18.572020197956835,6.7532240370199395,6.7532240370199395,-0.37654363840280347,0.0021109589718775745,-0.15517052488474803,-0.04939167636190573,-0.003158509682270584,-0.04380340439689903,0.0
5,0.7458286367251592,42.01300287107223,-2.836227379808893,10.456339953517247,17.656418871523528,17.656418871523528,5.396635289267729,5.396635289267729,-0.5327909735641188,-0.0682568312055049,-0.15641517105684577,-0.09173123935717632,-0.004990953379594325,-0.04411305031279401,0.0
6,18.61438426335966,32.2371126930422,1.6019948938814679,6.1194128585403105,16.854265919955097,16.854265919955097,4.448154083821529,4.448154083821529,-0.690860120257949,-0.19092376054313479,-0.157504999223541,-0.16124060988038214,-0.0049777126585573124,-0.09559238138302824,0.0
7,3.083060887221766,44.07053979420769,-1.6456492535144345,7.202512152018709,16.154378200273552,16.154378200273552,3.7564452464731612,3.7564452464731612,-0.8488352650179801,-0.39404804135552585,-0.152040889408858,-0.24532076602307434,0.028737452307595297,-0.09570739376505302,0.0
8,-10.01514844726474,16.43853848038433,-3.592519462352703,1.2808425841200393,15.541655023957254,15.541655023957254,3.2344570810195843,3.2344570810195843,-0.9866869621688181,-0.6902418962512448,-0.1293612107259412,-0.3431259527661903,0.019836038449827766,-0.07956847039627257,0.0
9,-20.22957715447593,9.675174939583389,-4.613666634971322,0.040366758088089094,15.002066992647979,15.002066992647979,2.82940945405375,2.82940945405375,-1.11087598294144,-1.0680409371243142,-0.12109356658435179,-0.4102748793760235,0.013346933700336742,-0.062120953090714415,0.0
