t,x1_est,x2_est,x3_est,x4_est,x5_est,x6_est,x1_std,x2_std,x3_std,x4_std,x5_std,x6_std,x1_real,x2_real,x3_real,x4_real,x5_real,x6_real,reset
0,-6.29566209031109,-0.44900339137968037,-4.197108188452362,-0.2993356033994846,-1.3990362376969552,-0.09977854693881127,10.182663502138888,10.182663502138888,32.34320711668797,32.34320711668797,29.899994688678504,29.899994688678504,-0.001237166025646859,-0.0006275529217280709,-0.00323598936651269,-0.004364367928193313,-0.005276050795791552,-0.02263705472305336,0.0
1,1.1249947860400962,5.395212402801316,9.329310354723475,9.48636402740654,5.254599587534097,4.634511087938853,10.175075453345132,10.17507545334513,19.073641963784137,19.073641963784137,17.83332700460826,17.833327004608257,-0.0060023620897584895,-0.01851572154168472,-0.005343932870536407,-0.0330509397103006,0.004834244877649278,-0.036016446106873275,0.0
2,1.431790192497246,7.359056780512879,4.349537159221718,3.876551418327633,1.074622812581719,0.030934143155293192,9.922603278854535,9.922603278854526,14.892741160208539,14.892741160208503,11.028459811635031,11.028459811635006,-0.009621990708458424,-0.072182359850492,0.0018394424491967624,-0.07368091293675075,0.017741371630621623,-0.030720699081831414,0.0
3,10.299593227727375,4.985267334806425,7.22953420268475,-2.8739425796452487,1.3938646879950962,-2.9821302311164093,9.687185992555928,9.687185992555925,11.979055319739624,11.979055319739617,6.722189212619879,6.722189212619873,0.0051154547215307815,-0.1633140095358112,0.029409225018849648,-0.11010150478974089,0.02987001563514169,-0.0376573237424475,0.0
4,15.54120032998637,-11.69594381988653,7.356564293613412,-16.48272855761887,1.0952816256387266,-6.763966264597471,9.41612808284911,9.416128082849108,9.542687654231274,9.542687654231267,4.213720140334253,4.2137201403342495,0.04303126444339416,-0.28366413793597206,0.04686106433188322,-0.12047717374792935,0.022183153043641057,0.011832049650486613,0.0
5,7.398275784407204,-6.930859219005892,-2.8627008884773715,-7.8563121205950495,-2.208237418505504,-2.521950554216242,9.102365982147747,9.10236598214775,7.683629970981564,7.6836299709815785,2.777237361012499,2.777237361012504,0.10332848599530353,-0.4000441948442817,0.07021767098003494,-0.12120421879857758,0.011601137825152895,-0.03293157027210905,0.0
6,2.204277780571248,-5.207502866998517,-5.352510455594195,-4.910880912423838,-2.231204082331032,-1.2695719030147892,8.77619832256422,8.776198322564227,6.303789516660817,6.30378951666082,1.9237172427968823,1.923717242796881,0.18595569775006238,-0.5466430493795237,0.09613015741653134,-0.18028044369681898,0.022603113873013864,-0.0658548538669402,0.0
7,11.931155597236494,-4.735795934235508,0.45430250383816073,-3.346743332482614,-0.5197085538479538,-0.6794551397616555,8.458161639283968,8.45816163928396,5.2712151427182015,5.271215142718186,1.3905300586382738,1.3905300586382692,0.29683516293862144,-0.7558433292209057,0.12802116221031318,-0.23470295581740153,0.03400442578842769,-0.04729484384387546,0.0
8,2.4878967374987297,-1.8937308429504611,-4.010607239035032,-1.3367797666170063,-1.234376488324755,-0.18760078097590416,8.157636563366873,8.157636563366848,4.4835431315245895,4.483543131524568,1.0412281750538632,1.0412281750538581,0.44151551667088,-1.008411528565064,0.16152419071117,-0.2662714437061859,0.0334973032436909,-0.009704230694256993,0.0
9,-4.410971561965532,3.2909372207686296,-6.1194385769846775,1.0518139822318417,-1.3796600711375104,0.2460004464725607,7.877792978361293,7.877792978361275,3.869996732541875,3.8699967325418623,0.8027574556449287,0.8027574556449266,0.6083364534555498,-1.277913588224645,0.16428878624510107,-0.2757795826176371,-0.014112029908797438,-0.02023636051545281,0.0
10,-6.793699927454284,1.9700653939557355,-5.748969945703047,0.3820250080044083,-1.0992101202234186,0.10512405802195524,7.61884952189977,7.618849521899765,3.3826276498184877,3.3826276498184877,0.6341856338516537,0.634185633851654,0.7588580377073514,-1.5785990145682423,0.13416761645873168,-0.33223941600295304,-0.038479264094948465,-0.06584255083126651,0.0
11,-5.199091908338524,-5.0534899961430675,-4.097861915117798,-2.0788293650311687,-0.7023057610383705,-0.2626747093471753,7.379743341008583,7.3797433410085835,2.9886678037615244,2.9886678037615235,0.5114994462317385,0.5114994462317385,0.8652935473527531,-1.9459804583534253,0.07285328871204809,-0.4147770374346131,-0.07944071388740698,-0.10323983421636651,0.0
12,-11.294784861435698,-4.486197185462039,-5.225268909559775,-1.5219752340179262,-0.7525499225757348,-0.15785959131439675,7.158932958711226,7.158932958711253,2.6653158294235495,2.6653158294235637,0.4200057160730948,0.42000571607309717,0.9010855269542185,-2.413432939404694,-0.002043042920403997,-0.5214357452218092,-0.08083811770906497,-0.1017481436617165,0.0
13,-11.51458392533587,-0.11341775890016237,-4.551288649944974,-0.003541213094759854,-0.5871338839615641,0.04322483628825036,6.954774178546471,6.954774178546484,2.3963811003787083,2.3963811003787123,0.3503725240839463,0.3503725240839471,0.8669768139198392,-2.9837777245248853,-0.06104364376694949,-0.6174583233764589,-0.057049289469770906,-0.0962247331153624,0.0
14,-11.144825404963537,1.6049100074673284,-3.826425480430708,0.5269630219040007,-0.4437498137768374,0.10039101374946391,6.765689559909037,6.76568955990904,2.170136866849504,2.17013686684951,0.29647577009741083,0.29647577009741216,0.7833278791974556,-3.6470724290746928,-0.10208964213092869,-0.7101691965976568,-0.03521505230766376,-0.10146022323720201,0.0
15,-11.411925791018355,2.143376087894252,-3.408595867605702,0.627313195844823,-0.3570826263803215,0.10104887679977481,6.59023862820876,6.590238628208774,1.977931764980743,1.9779317649807506,0.25417912383404356,0.25417912383404484,0.6617685200942309,-4.40469172554643,-0.140107646726704,-0.8049016572873142,-0.02960390953532736,-0.09736870955206457,0.0
16,-5.044149809944191,-2.8499216208737757,-1.4735684372356364,-0.5926719608514803,-0.13117799458352009,-0.029911003781342593,6.427140529103204,6.4271405291032195,1.8132759024109348,1.8132759024109422,0.22061651353900819,0.22061651353900938,0.5148900173787093,-5.258248405810448,-0.14660001171871148,-0.901115473255913,0.015590615092372011,-0.1029387453709307,0.0
17,-1.8408427188250478,0.14813500534277502,-0.5870908051353902,0.2026609407005071,-0.036949706616707045,0.04900679570041061,6.275274451270915,6.2752744512709455,1.671227501328148,1.6712275013281592,0.19375568761709594,0.19375568761709747,0.3758096305703579,-6.216557925276186,-0.13392509999173716,-1.0181407379552319,0.006314431515144355,-0.11573677148618555,0.0
18,-3.7110305581601644,0.34134992460172153,-0.9083445484450001,0.27363157197288457,-0.06309457351970815,0.052336628990358874,6.133670220732043,6.133670220732058,1.5479730422647602,1.5479730422647662,0.1721245627709996,0.1721245627710004,0.24673116741374151,-7.2934929741935015,-0.12138203589495046,-1.133110117355775,0.028124495553430516,-0.10291236195241471,0.0
19,-5.425500738130302,-6.433293569945995,-1.1422023363082683,-1.0646677383938845,-0.07824738586254934,-0.06491548867039973,6.001495135699303,6.001495135699313,1.4405342646765997,1.4405342646766026,0.15463494671928116,0.15463494671928163,0.1396276836145764,-8.472172306059358,-0.09047342785141545,-1.2207822295448953,0.04729615533953929,-0.09091526838784662,0.0
20,-3.738272172689939,-9.977240863214996,-0.6742035370050428,-1.5723850308757865,-0.03371985118554055,-0.0999011008691161,5.878039918610317,5.878039918610329,1.3465598217269754,1.3465598217269785,0.14046630512304933,0.14046630512304975,0.06442692712156639,-9.740555382645969,-0.06279173976963334,-1.320814289006296,0.027025412841248552,-0.10843244351092043,0.0
21,-5.868538612258156,-10.129808405841295,-0.9783096343883333,-1.385901010997943,-0.055122008474134565,-0.07680425864111802,5.76270505227163,5.762705052271632,1.2641743891834825,1.2641743891834847,0.12898765366449155,0.12898765366449186,0.018333466871981844,-11.109618632269882,-0.024760381322868896,-1.4141918656650316,0.058447968064368555,-0.09159284732427486,0.0
22,-7.359284424547456,-11.704743219268316,-1.1212116392067732,-1.4634154631291594,-0.06182520981383227,-0.07574760132434438,5.6549879455500935,5.654987945550097,1.1918673868482694,1.191867386848272,0.11970434328380151,0.11970434328380182,0.022727200470157558,-12.56623908528437,0.03930188577574182,-1.4940214609584692,0.08540803870602426,-0.07574006108874781,0.0
23,-2.1682282050207293,-12.767284516165313,-0.107207660505925,-1.4264235867929949,0.016750354760217887,-0.06576065710560705,5.554470961888045,5.554470961888061,1.1284094259674504,1.1284094259674553,0.11222150316983137,0.1122215031698318,0.10792238515656005,-14.097410757124617,0.12862149972160686,-1.5657954132647844,0.07710998763137214,-0.06770413301801596,0.0
