t,x1_est,x2_est,x3_est,x4_est,x1_std,x2_std,x3_std,x4_std,x1_real,x2_real,x3_real,x4_real,x5_real,x6_real,reset
0,-12.695093852489306,-11.394189871664702,-7.54974115869151,-6.77609675387986,9.083823070484707,9.083823070484707,28.716536540407883,28.716536540407883,0.0013294329589663278,0.000294051213274316,0.004603313865664898,0.006292934325324192,0.007656121963716902,0.01626961781903299,0.0
1,-5.947529775836768,-9.178870680062737,6.843162666119644,1.992941642636623,8.991654200192944,8.991654200192944,14.994733741316974,14.994733741316974,0.00271407632681501,0.00636391517935282,-0.006960077625295274,0.001312238424527077,-0.027716986244177438,-0.005756775677423047,0.0
2,6.8892614517636055,0.45449037078279453,12.25151548183813,7.969245485256088,8.706686575916914,8.706686575916914,10.750700242038006,10.750700242038008,-0.009771804103698229,0.002674122162437225,-0.0102424662598504,-0.008594944938212237,0.02692014836439922,-0.0009467450899454371,0.0
3,-11.499202763085773,-6.555566633782901,-18.86202365855854,-5.808132277005118,9.022488315780407,9.022488315780407,15.891960893093165,15.891960893093163,-0.003923780407643769,-0.004770900526558067,0.02235806361304495,-0.004797980935783347,0.032497470751498524,0.011981388184712645,1.0
4,-2.3887210314716256,-7.553496500159486,-0.8398218980965382,-4.098601384728147,8.782151142755568,8.782151142755565,10.912059123557988,10.912059123557986,0.02982606265174845,-0.0019967358804037797,0.045441995541915914,0.014712392105308586,0.03390089223795369,0.03401694766268341,1.0
5,-5.3026834485172945,-7.195128406045366,-2.8789214007400687,-1.9100674040981502,8.313841075720212,8.313841075720212,7.366049753542215,7.3660497535422165,0.09260239789754904,0.02839483600492838,0.07964294701411458,0.041825853113660105,0.028636545144619045,0.010655540304160872,0.0
6,11.034016581482174,8.935624635328269,6.937950600519116,7.285523658550659,7.95626589409777,7.956265894097772,5.736488169884479,5.736488169884479,0.18208336723777224,0.0777945660360567,0.09169459017618911,0.05723446294858147,-0.01130593614029888,0.0073077105462423745,0.0
7,3.533016786949203,5.711295700186695,0.948944550712965,3.1902815047076443,7.670753404743365,7.670753404743367,4.761295018090159,4.76129501809016,0.2715624340737587,0.1422563396467089,0.09006542090166599,0.08100500928208923,0.009528339063338546,0.03659139453698448,0.0
8,3.2104056337762445,-5.242044936655635,0.43155623148917854,-2.607135401734369,7.435261546089113,7.435261546089114,4.089807475531137,4.089807475531136,0.3597371519163866,0.23828065536628734,0.07661462694500269,0.11192153598147384,-0.042142255295421684,0.03956359372178031,0.0
9,-0.9319060193668176,-3.56852199993854,-1.453190646880512,-1.4889421034424382,7.230412023162864,7.230412023162865,3.5828375771545304,3.5828375771545287,0.41087285176732335,0.3676640571487208,0.026833035024519745,0.14309243023734858,-0.046420779226890314,0.02375496811063902,0.0
10,1.0557297245258548,2.769962099952101,-0.5011161589020869,0.9767026687752748,7.04448064508735,7.044480645087348,3.1783579872425443,3.1783579872425394,0.40525730028590046,0.5293110574335422,-0.041071586058218,0.18838506729170215,-0.0749796255427669,0.07616435683861592,0.0
11,8.018078629265165,-7.588312712306121,1.8651283829040208,-2.6763003734983952,6.871418903615218,6.871418903615215,2.845050635644156,2.8450506356441516,0.31976314368543557,0.7545375292391067,-0.12962877197392064,0.2614412568117813,-0.08796682771811314,0.07154429917252131,0.0
12,4.772395079086387,-4.865367274929929,0.41394980609705323,-1.4464922165362728,6.708386327956449,6.708386327956445,2.565040119007342,2.565040119007336,0.14084490851299206,1.0424088758599335,-0.22837887335059873,0.30808989752824134,-0.08567279468034562,0.04469086303287475,0.0
13,3.3899567093805594,-3.7132623985296753,-0.11085594170131063,-0.8776129288584069,6.55406555727842,6.554065557278418,2.3268203179009173,2.3268203179009115,-0.13478590955474146,1.3677558065359194,-0.3281357359028175,0.3411355863063431,-0.1121876285268597,0.0480780844729824,0.0
14,0.5407945797413127,1.9499004258763233,-0.9779631369768,0.7034282640983847,6.407779692736205,6.407779692736192,2.1222923270962943,2.1222923270962863,-0.5212814770851822,1.7415305350295132,-0.4438452589292125,0.4147396320835565,-0.10387224850265694,0.08561659319446621,0.0
15,2.415581637930803,3.7984316192811067,-0.37433789205969026,1.0045927110417028,6.269089402051789,6.269089402051782,1.9454127650177349,1.9454127650177298,-1.0216162106505289,2.199483204797187,-0.5646560298722596,0.4986263556098524,-0.12843901446041367,0.07468082897739553,0.0
16,0.20411061640797534,6.653160441877864,-0.8721550153265869,1.4958688761835581,6.137633352287994,6.137633352287985,1.791514856467076,1.7915148564670718,-1.6428519310060317,2.7283217083359057,-0.6689639369145985,0.5531916105317424,-0.07796724707592517,0.05256916383042834,0.0
17,-3.39048852352438,7.093333827646813,-1.6026745067994297,1.3233060070269915,6.013074948340971,6.013074948340969,1.6569207692512469,1.6569207692512449,-2.3412692013095167,3.3100701418539056,-0.7324971725110261,0.6111824554430064,-0.07666134949752001,0.060194254761137475,0.0
18,-6.019612224076333,5.276923903393908,-2.001192104354585,0.6949332958825938,5.895091062354562,5.895091062354557,1.5386946448797558,1.538694644879752,-3.1063719845750657,3.946451584734412,-0.7929215337504754,0.6551546294978099,-0.05200518503238456,0.034090173619669956,0.0
19,-2.343534284129466,6.844738554060474,-1.0359016950334974,0.8572413747566447,5.7833747268088,5.783374726808797,1.4344717055780865,1.4344717055780838,-3.923716123582814,4.6228592251548895,-0.841279446345846,0.6965535931874359,-0.047200920354962296,0.0368242071352433,0.0
20,-3.3161403474803524,4.507542404202503,-1.13506526197946,0.23493935321788362,5.677640925886277,5.677640925886274,1.3423336595081266,1.3423336595081239,-4.790794446453133,5.345021463995114,-0.8931840157233458,0.7494085968114906,-0.05367159316865386,0.05049529042447645,0.0
21,-5.515942409906595,6.00713294945437,-1.4534381786880342,0.4315449391588948,5.57763169698681,5.577631696986811,1.2607148192279392,1.2607148192279374,-5.702309655530258,6.12457567979935,-0.924262471950976,0.8140397392433801,-0.019790802592453832,0.07105692441231366,0.0
22,-7.442493456403332,8.771103821471234,-1.658812314860827,0.8279266226949256,5.4831195288913905,5.483119528891388,1.1883297803543487,1.1883297803543458,-6.637227129946699,6.981933528279631,-0.9436872392695953,0.9002504275709925,-0.01699368740954326,0.07786158095934716,0.0
23,-9.996254954793871,14.65038540043855,-1.9401259075115136,1.718746219752623,5.393908994196476,5.3939089941964715,1.1241167471641111,1.124116747164108,-7.592208633148416,7.92298102725827,-0.970163082116733,0.9853055192698391,-0.05081298506594256,0.09656637590386247,0.0
24,-15.504699284144722,14.911420491388416,-2.671736492341258,1.5782318328245943,5.309836808921891,5.309836808921884,1.0671924447703502,1.067192444770347,-8.584183621113729,8.952347581023556,-1.0157320878605849,1.0648831538825736,-0.06361445578968938,0.0641713168484868,0.0
25,-17.825163219598632,12.723862657431134,-2.7912132074932554,1.0310347086377476,5.23077052242832,5.230770522428313,1.0168157402927176,1.0168157402927143,-9.63596210724834,10.051292934974404,-1.0886629482665244,1.135008669767072,-0.07251614156175755,0.08729089797157491,0.0
26,-19.233600062791815,14.404428723446893,-2.737653398878638,1.1586922607691919,5.156605983830659,5.156605983830656,0.9723579136400302,0.9723579136400281,-10.763372853273253,11.219221059839402,-1.163693311857067,1.1933428101304577,-0.06351855428807894,0.04371065604589012,0.0
27,-23.451958276094633,13.754791553284637,-3.108662753514481,0.9201646865390907,5.087263674225278,5.0872636742252775,0.9332781167669986,0.9332781167669968,-11.953932268844701,12.436034299100594,-1.2132096710971851,1.2400407890141234,-0.032865647542245954,0.04263527386536111,0.0
28,-21.064906571393454,15.379265319552879,-2.4568707926949522,1.0379768830743812,5.022683961174425,5.022683961174422,0.8991030105242315,0.8991030105242298,-13.182345630631009,13.700353174393111,-1.245940899170152,1.286781122539227,-0.0363895451924053,0.034982939601166024,0.0
29,-22.171928090999394,17.808715497060664,-2.3617465271813893,1.2567568722877347,4.962821331482377,4.962821331482374,0.8694099082587752,0.8694099082587737,-14.452456374111456,14.999687717218068,-1.2922148455139593,1.310283482027232,-0.026713315555145008,0.02431941651257012,0.0
30,-26.086074178640686,16.846360428714757,-2.6726928537766197,0.9806026646110899,4.907637692482841,4.907637692482836,0.8438130042058156,0.843813004205814,-15.761481186471517,16.32508560619234,-1.3311179753738875,1.3357891097360521,-0.0613393014011663,0.011220085271275411,0.0
31,-24.28837364163435,17.57038090749986,-2.159718654576284,0.9608279804342716,4.857094899370303,4.857094899370302,0.8219524321844077,0.8219524321844068,-17.129768160612052,17.678167964644015,-1.408728098911537,1.3800033217888923,-0.07965702187161458,0.05118000797499215,0.0
32,-21.680000633405335,18.775846311702153,-1.582666721946831,1.0112264551642234,4.811146761009601,4.811146761009602,0.8034859927294176,0.8034859927294169,-18.575942550634544,19.08390468850011,-1.4831612385568387,1.4352518676989556,-0.07467397553830843,0.07244610460203854,0.0
33,-24.00671061290357,17.98448250874109,-1.712835637578551,0.7787058657011441,4.769730888376378,4.769730888376378,0.7880834125740863,0.7880834125740857,-20.099095513451857,20.563045828502847,-1.5660681426083312,1.5206551919313458,-0.07693509822935544,0.07368388280592887,0.0
34,-26.45946647022267,21.925683726470382,-1.8505609073225715,1.1895277124096673,4.732760861564436,4.732760861564433,0.7754229716411208,0.7754229716411201,-21.700270824430547,22.122935166108963,-1.635707949591991,1.600255912964885,-0.07160039100980915,0.09816239832705831,0.0
