t,x1_est,x2_est,x3_est,x4_est,x1_std,x2_std,x3_std,x4_std,x1_real,x2_real,x3_real,x4_real,x5_real,x6_real,reset
0,1.7731079043887121,1.2858951626495105,0.9884580011216275,0.7168505419091842,9.153346563052414,9.153346563052414,26.752487676719102,26.752487676719102,-0.00318576187511128,-0.003062687208254285,-0.011912610027793157,-0.012125605524045407,-0.028857623291892398,-0.030303011498013937,0.0
1,-6.8143513687052675,-4.428571315129627,-5.775790374791111,-5.659402606651816,8.962271456075733,8.962271456075733,13.06845566860719,13.06845566860719,-0.039804256252949616,-0.03527999754711773,-0.06280847428634413,-0.05106232669581779,-0.0472687007104889,-0.02612414030129442,0.0
2,-6.490843123949954,3.516264170835765,-1.7059750654678147,2.7445262051895405,8.764774568290441,8.764774568290441,9.455154887809405,9.455154887809405,-0.12370748625567098,-0.10253817373359099,-0.10747985023772455,-0.08425272635086285,-0.04804928875409038,-0.032142084147370985,0.0
3,-4.477989860752879,3.5310201454491703,0.6766107105258081,1.8866523920305323,8.49706142146987,8.49706142146987,7.85271313014141,7.852713130141414,-0.2521312467693374,-0.20574408768946087,-0.15053918049531248,-0.12840121688976325,-0.047460072690333165,-0.06918228060989784,1.0
4,3.5191102278106694,-9.739143572259842,4.854235234603221,-8.977175273325734,8.582316042830055,8.582316042830055,8.911247690135488,8.911247690135488,-0.41980024689176737,-0.3655097218257537,-0.17967046196996445,-0.192679010689533,-0.018394735405094433,-0.06306183167406286,1.0
5,9.85050436806285,-13.78819555688726,7.050179855227366,-6.370778759617353,8.377341024695221,8.377341024695223,7.353276277003524,7.353276277003524,-0.6026691650621261,-0.5932499655117561,-0.17873909858879627,-0.2631628094462377,0.019501695256039196,-0.0635011446150211,1.0
6,4.314461191247288,-9.871386976782206,1.1337586154065438,-1.6693767346914914,8.10092713045787,8.100927130457874,5.624211450662267,5.624211450662268,-0.7634987425611718,-0.880896107606937,-0.14288236949188393,-0.3122114469110141,0.0343675592125874,-0.05311368651647903,0.0
7,6.347686920565183,-3.7327052985393845,1.6484856614053447,1.6974391305024872,7.575971428938115,7.575971428938115,4.357528557576032,4.357528557576029,-0.891093271734807,-1.219247551018611,-0.11392100322579564,-0.3644046333705951,0.021898737864908913,-0.050526347717113534,0.0
8,6.554586690251934,-3.636121671964988,1.3050783398973214,1.4236788205317525,7.2654786772405515,7.265478677240555,3.6669322070202446,3.666932207020246,-0.9859673646266752,-1.6104405978139935,-0.07499247159513897,-0.41924141030914874,0.027604915539427392,-0.06611683461795026,0.0
9,5.042363326771423,-6.331918916020053,0.34600913671199596,0.25608719587183515,7.019030230845806,7.019030230845807,3.163350873564466,3.163350873564467,-1.0446066038296826,-2.057006573059158,-0.040049781021148444,-0.47060170259756273,0.04138559393467077,-0.03894775155049032,0.0
10,7.637532959409334,1.4475780779886236,1.0694924830949208,2.9182432279869372,6.815592197672316,6.815592197672322,2.7900221563898824,2.790022156389883,-1.0631873310796256,-2.5458938703594542,0.004132489252336049,-0.5036703770196397,0.038443316759127585,-0.02688507304056688,0.0
