t,rwm_x1,rwm_x2,cvm_x1,cvm_x2,cam_x1,cam_x2
0,5.586729665337957,5.88590622702048,5.430850590176374,5.092681563132906,5.62113369886568,5.198578902856984
1,5.38037455950166,5.633448822257518,5.81448915804925,5.566592589382586,6.038466471609102,5.940157635509321
2,5.784888045088177,5.713973224321463,6.146706080058884,5.830725149980606,6.271350463965661,6.061990345865366
3,5.8863653734818255,5.715198958212378,6.26749241572928,5.881283483246974,6.54046606278279,6.0523933481403125
4,5.883114595811511,5.753084007212466,6.297470180438219,5.947496968385387,6.5487912350721045,6.102550723776313
5,5.856642883477317,5.754889177549408,6.305918991987569,6.04431762371506,6.5724491611652684,6.256275395899817
6,5.74899184321905,5.674520874065235,6.197732953253815,6.017964800090946,6.4930130243917725,6.25105121447494
7,5.685370515476463,5.573104941991339,6.168885355894124,5.96564472976576,6.482119747388846,6.212161527020962
8,5.600206895966449,5.478376810314829,6.089927027435887,5.895102376568783,6.387935277715469,6.144974426181364
9,5.505585138976984,5.403369706841358,6.005230236671099,5.864949008011934,6.276766042646554,6.140064903616093
10,5.42114445602235,5.363832053386028,5.948573455633707,5.8347542140026,6.232808008241595,6.123859474167346
11,5.344940137118615,5.321583727360323,5.865113624053737,5.7780798514841205,6.147043955697147,6.057658944587777
12,5.26542570159866,5.261988904924908,5.778695980649926,5.703377039733869,6.064556354678762,5.979926236443348
13,5.188767174727558,5.185140523884312,5.680819306128179,5.630976374684813,5.965082502189464,5.908806147385902
14,5.1136621923795476,5.109540370933336,5.594678564148456,5.558856172827898,5.882515338497784,5.842803691347008
15,5.047512660205974,5.032024095153993,5.523002902651112,5.480990391324049,5.801219158784001,5.7561509641991275
16,4.9822193370318155,4.970396035694804,5.436988639286536,5.423163164558295,5.713596112748672,5.698278562986942
17,4.929177329179037,4.9080069546603164,5.3669701976859505,5.361278159185571,5.646140673238162,5.636596606640214
18,4.8750826557167795,4.853788983300176,5.298848788747936,5.306500660486628,5.575692406953545,5.581127770521675
19,4.814559534351008,4.792629464907047,5.232885206252025,5.2450348642033555,5.507034970893796,5.515180480984872
20,4.767378297752166,4.742699029480484,5.1840701643828195,5.18188515842978,5.453566458111392,5.448782260361567
21,4.7246689887277356,4.690693335124604,5.13787283066448,5.126311537441072,5.397667756505662,5.389756651528828
22,4.681278617369369,4.6515683806100006,5.0918025002358345,5.079959042664054,5.344985895679668,5.336780694069762
23,4.642843839012446,4.611040200523777,5.040670659495917,5.026920676922849,5.28368067829026,5.275942780295212
24,4.606886608443744,4.570085753728895,4.993383151385037,4.973148876691422,5.232296385043611,5.215626955210198
25,4.567764543613244,4.532674698433737,4.948382984366307,4.9224170462006835,5.183634830859236,5.156483976702057
26,4.531326660379229,4.498732815429237,4.901326311300526,4.87517768527376,5.134509680106302,5.103671253944191
27,4.501834676813551,4.470485982557838,4.864269637199871,4.835270255681386,5.094262046312965,5.057728172301919
28,4.472438525990892,4.442406353886747,4.829265574916153,4.797845539566193,5.0525732671486585,5.0164934562800605
29,4.449246685795841,4.416711001266264,4.798002807164336,4.760007139392578,5.013925571866853,4.97208002052053
30,4.426049918301667,4.391575233890034,4.765302646416657,4.724753645988412,4.974064677086578,4.931222335906656
31,4.395546160739811,4.3647961180091475,4.723944290566085,4.689289339609383,4.928405850946096,4.8919570539846005
32,4.370227693754083,4.336528324563658,4.685237294583414,4.654490871794183,4.886116045248344,4.854154982440263
33,4.3507050727165435,4.303823876904089,4.653463108743676,4.613203800995017,4.850837230835433,4.810071884658745
34,4.331959963939089,4.275146163622006,4.624150858595871,4.575401874463971,4.817381556222588,4.766201409483332
35,4.31227789614095,4.253087786951207,4.594947935628488,4.539360356822989,4.785086544161103,4.726937616547421
36,4.293686134549313,4.232165742560792,4.5673164844511245,4.503320393227884,4.755259419461583,4.687988469538121
37,4.2791768019528345,4.211778152151158,4.541664295811672,4.47167171284127,4.728859098431304,4.652760360152041
38,4.263197720244827,4.191133865487729,4.519057810549089,4.442108598798742,4.702797344301957,4.618873669145531
39,4.249889953178513,4.180497156157927,4.498953279574883,4.420482098354174,4.6806331718937635,4.592772439266653
40,4.2388128787334605,4.173181407605912,4.4766597526251015,4.401567911331908,4.654483229252377,4.570553193304086
41,4.2284022265598304,4.164904250484292,4.456381370932937,4.383104111041449,4.63106011403037,4.550097011885328
42,4.219908006950368,4.159560523156412,4.436911052536654,4.36540611009804,4.607682194333897,4.529109608817564
43,4.209741280622436,4.156622092571886,4.418393548911095,4.346196569588707,4.587120152040867,4.5077717821705985
44,4.198736927033747,4.154414563430649,4.39945568678344,4.333434154979954,4.566666126153969,4.492200210118039
45,4.188876568960712,4.152658386699508,4.386289602987453,4.319822521186,4.550790464731701,4.47491006436017
46,4.17955418929725,4.152811805266589,4.373581254090048,4.304642379122359,4.536677216687562,4.456888730472384
47,4.171518421812771,4.155619039335773,4.360218086205325,4.29090362301561,4.520943943486398,4.4401542363163164
48,4.163651944941974,4.15710957451999,4.343769830433926,4.277957552749104,4.503005966547681,4.423032226967749
49,4.156600971778916,4.158798430290536,4.328823438778783,4.267420045377984,4.4866510917524,4.406419269011131
50,4.1515274142129925,4.1552783999393474,4.314403079035412,4.251835715968205,4.470000016758703,4.387456001042972
51,4.1445954251838,4.152677800489328,4.300444605542136,4.238729022290426,4.4548366319357395,4.3710881514566475
52,4.138315160728435,4.152564076947896,4.285533923256427,4.224743203682333,4.437757142386187,4.354893286482469
53,4.129890886626511,4.148484165674248,4.269926764796629,4.212625253018969,4.419668025618335,4.339581862370073
54,4.124708894803395,4.14625945653398,4.255263789311253,4.1998150625221395,4.402546008126045,4.324356212678594
55,4.119881388557145,4.144697460462485,4.240973051183816,4.183952889479237,4.38576283428283,4.30634258141999
56,4.114581866112801,4.135179979972413,4.227160651084063,4.166621392412004,4.369794010159528,4.287306827147651
57,4.115633741695718,4.131207300334054,4.216578966876877,4.152649023543649,4.357254852917987,4.272778159029971
58,4.117536089506543,4.1295766692510405,4.205757574228341,4.143355327993495,4.344228701685634,4.262264020820525
59,4.118822973876139,4.1290622281918825,4.194548658244182,4.1345008903174465,4.330642132680681,4.251618392496533
60,4.119902910209789,4.1279996242376,4.185780903789805,4.1243214692797,4.318174425303163,4.240250811114503
61,4.122913997485687,4.128573404119617,4.176573205616227,4.116007797775622,4.305595669808114,4.229642272801376
62,4.125317456619133,4.128565489946871,4.167224962445861,4.110078500015513,4.294364006236785,4.221635365616732
