t,x1_est,x2_est,x1_std,x2_std,x1_real,x2_real,x3_real,x4_real,x5_real,x6_real,reset
0,4.5592149743544175,5.334344422573816,10.167545951680648,10.167545951680648,0.0015787075403723941,0.008645727234825522,0.0011078356274419631,0.024909068323580967,-0.004582558095858175,0.027180777473971324,0.0
1,2.6261223737243164,-2.80808989531923,8.820896937431767,8.820896937431767,-0.0006049447099821012,0.03397047735959785,-0.009794124815023461,0.0187453315257489,-0.03375630676471368,-0.022373162134347084,0.0
2,-5.538664903002216,1.6426207323631195,8.30060778546871,8.30060778546871,-0.0305770986709753,0.036725723327388424,-0.05075946696056813,-0.015070533238213533,-0.03341768921844607,-0.036106989595189015,0.0
3,-2.9273088211350102,-1.6616931016926826,7.967302095015781,7.967302095015781,-0.09691034091790789,0.007364494296398709,-0.0831391651851832,-0.04193394898078305,-0.028437912104171112,-0.011938928662287962,0.0
4,2.315099780688385,5.1716850080217265,7.710840280150668,7.710840280150667,-0.1844024180145084,-0.03705385047752158,-0.08533915485007457,-0.044184910168838826,0.0024150557559864706,-0.0037261660522635073,0.0
5,-0.012470727097112201,10.692496218205296,7.4931365482263335,7.493136548226332,-0.26275216132466894,-0.08301522608278503,-0.0701783085471248,-0.051716859974158536,0.024434150861589548,-0.019981755693454714,0.0
6,1.1646921086556359,4.001684511265717,7.297306745132036,7.297306745132034,-0.3169310103173723,-0.15232906036671187,-0.035220374769176846,-0.08594891423583423,0.04616239738077011,-0.0339269684354403,0.0
7,0.9853361491538793,-1.7714295424517803,7.114347251078211,7.114347251078209,-0.3368969657988036,-0.2474143383326809,-0.004617680521205113,-0.10255294260498915,0.04293286755120978,-0.02082588329482027,0.0
8,4.162026275783732,-0.47265157695814186,6.94007102974181,6.940071029741807,-0.31542422252054453,-0.35955232953290395,0.0509477298554451,-0.12471931992103828,0.061100722986717315,-0.017702764548600328,0.0
9,-2.8507972536778228,0.4934126845760329,6.773127673531291,6.773127673531289,-0.22517530859796245,-0.4919189430669999,0.13583351155855472,-0.1456166889918345,0.09840220275843854,-0.035583308300746026,0.0
10,-2.807314684370156,-4.364179081955868,6.613404586248176,6.613404586248173,-0.02695370318333143,-0.6610747646758968,0.26859457646138,-0.20023009735043515,0.15467229325338328,-0.07867961198606249,0.0
11,-3.484379650450812,-10.566535010754828,6.461086409835708,6.461086409835713,0.3160974446157808,-0.9041647073680021,0.41373956568168924,-0.28937824983309063,0.12537969921117548,-0.1022358216702999,0.0
12,-1.9641337627922526,-8.945798492437838,6.316273011838693,6.316273011838693,0.7895520945584301,-1.2371698947660177,0.5280837415700191,-0.3747290709752246,0.10828283654709533,-0.08566301517992678,0.0
13,2.644120747430521,-8.429635592736352,6.1788936534472185,6.1788936534472185,1.3669426566346914,-1.6538850641573235,0.6251727371111148,-0.4572466280348869,0.09015871177953964,-0.08139886275261622,0.0
14,5.093953218127367,-9.540087915780889,6.048736563896286,6.048736563896284,2.0318458643354753,-2.1504900032617753,0.7039397771613942,-0.5316720687566896,0.07865072022084425,-0.061452819978149,0.0
15,3.165376667790695,-9.486487780551913,5.92550355175858,5.92550355175858,2.77999022136736,-2.711317917987246,0.7880713155504108,-0.5898317479960786,0.07792776626880596,-0.07530748540007391,0.0
16,1.9231993623583383,-9.068237781029636,5.808857604285312,5.808857604285315,3.606255855695067,-3.3284780864481043,0.8611773080741678,-0.6387559011457855,0.052346039324062274,-0.038643905143327016,0.0
17,4.1495462286457885,-12.620480311999993,5.698456355229366,5.6984563552293706,4.498570420890143,-3.9906348709065234,0.9251509889117109,-0.6857036917867425,0.06284022662288002,-0.04520787246577009,0.0
