t,x1_est,x2_est,x1_std,x2_std,x1_real,x2_real,x3_real,x4_real,x5_real,x6_real,reset
0,-0.25550447440497775,0.1708134406187505,1.2989028904948479,1.2989028904948479,0.0029221351813141405,0.002592472143327463,0.008822917540555765,0.008393436231779822,0.017312234405859626,0.01206655589892497,0.0
1,0.6269289722036968,0.06519137635648835,0.9188636282717785,0.9188636282717785,0.01896778144815036,0.018497299341855917,0.018818583544033866,0.025280107413858943,0.000441452294266724,0.02262205470758137,0.0
2,1.0227034203777503,-0.0926848396850584,0.7503792308916916,0.7503792308916916,0.03429359674992953,0.052066308168007405,0.010143443717900208,0.04165205354729388,-0.010859752200666819,0.020198215389323836,0.0
3,0.8950481847353646,0.35351381224750944,0.6499267168705969,0.6499267168705969,0.04159904910493361,0.10471681221871819,0.004162954111321505,0.06340395209486364,-0.00588919718842823,0.015122381850502778,0.0
4,0.3968890280363048,0.07516465208849615,0.5813775295566407,0.5813775295566407,0.03930973356292984,0.1733130805977955,-0.011756205603244946,0.07359627912215158,-0.022186604294067967,0.011668366422222569,0.0
5,0.2992965320100025,-0.017464579767417263,0.530784814265585,0.530784814265585,0.01582394528168088,0.2529306041170699,-0.03619130254208776,0.08606404520765898,-0.033909239131167904,0.01634001113439444,0.0
6,0.10795421296562863,0.007615753747982779,0.4914740471816289,0.4914740471816289,-0.03934726274406637,0.34658858960091105,-0.07616974637488273,0.10449182671222287,-0.04080465486028018,0.02777899933745294,0.0
7,0.12887301979254467,0.09678618480167502,0.45979689913239197,0.45979689913239197,-0.13337542206522368,0.4657903389792008,-0.10920084490598873,0.1324919960450924,-0.03174939109976779,0.0190622619942194,0.0
8,0.023596084897081857,0.07003015363560028,0.43356862297724774,0.43356862297724774,-0.2569563342581055,0.6065745810676835,-0.1363744083365475,0.14842847183206237,-0.018850788787340624,0.015650744408690055,0.0
9,-0.056939881387464766,0.44989452055109524,0.4113904831441804,0.4113904831441804,-0.4021256922414579,0.7623962115472357,-0.1510076908424166,0.16267885806981747,-0.0034151165485318824,0.01667419552026085,0.0
10,-0.14622125623292714,0.3093745028112652,0.39231993658220377,0.39231993658220377,-0.5560249913060368,0.9344258516465366,-0.15868356311534546,0.1821102598412155,-0.00875665788989044,0.021035007397257284,0.0
11,-0.06129986355415935,0.22695803975555673,0.37569558351625115,0.37569558351625115,-0.7208184115408588,1.1283079510787966,-0.170939448932489,0.20641864055767326,-0.008698183638308767,0.02001952691156248,0.0
12,-0.06808411613126458,0.3185241399818978,0.3610377838284224,0.3610377838284224,-0.8958274158162439,1.3434291884779903,-0.18110573231719856,0.22504350585365598,-0.016472051296798396,0.025409524808833565,0.0
13,-0.16437292770460912,0.5022876838344185,0.34798909426533237,0.34798909426533237,-1.0834613197479783,1.5820846010972751,-0.19424059481194111,0.2510470704615349,-0.013147155084622594,0.018604310367670858,0.0
14,-0.1491473344098787,0.615927506809009,0.3362769471830169,0.3362769471830169,-1.2832629559804587,1.8422794279367636,-0.20707912139915205,0.269685799293322,-0.021932761712946246,0.018658151503701457,0.0
15,-0.2384101990277283,0.7653007573000652,0.32568937793470065,0.32568937793470065,-1.5026349751726702,2.118624755297113,-0.23167467953039422,0.2845016473899169,-0.024615398556922498,0.019593567731600776,0.0
16,-0.5088499539332362,0.981795069069311,0.3160587306813236,0.3160587306813236,-1.7459656947574154,2.4109740161249786,-0.25739421857104855,0.2996884566602915,-0.029424792982588925,0.01442375126516806,0.0
17,-0.4512195856729748,1.0423126862725214,0.3072504176612165,0.3072504176612165,-2.0145313245947087,2.7203843760432225,-0.2781519012929366,0.3208635721759639,-0.01401739780424885,0.027011659509167542,0.0
18,-0.7025225794187265,1.0312477477777762,0.29915497832974697,0.29915497832974697,-2.3010181391194524,3.0562621499925773,-0.2959824663694163,0.3530443333863421,-0.017554494172859817,0.035974506389720044,0.0
19,-0.7798798986152183,1.139466634460434,0.2916823513958332,0.2916823513958332,-2.605418152804721,3.4297550855867605,-0.31158837076430346,0.394750983591967,-0.013411846523818573,0.03910193444457945,0.0
20,-0.9017411782456357,1.26440220501866,0.28475766602803115,0.28475766602803115,-2.919624828547784,3.8393497678436446,-0.3134266827175096,0.4223611039573685,0.007939503277035579,0.02469255011493068,0.0
21,-0.9328066448179433,1.46761986317991,0.27831809791668083,0.27831809791668083,-3.230637400641895,4.274793341582008,-0.308367998698092,0.449465358447775,0.011901008278343589,0.028006229384112086,0.0
