t,x1_est,x2_est,x3_est,x4_est,x1_std,x2_std,x3_std,x4_std,x1_real,x2_real,x3_real,x4_real,reset
31,-0.30362573040105817,0.5357672230833112,-0.008171518502939557,0.021013726017241063,0.4735142201570512,0.4735142201570512,0.04053366272216658,0.04053366272216658,0.40173793107077066,0.27941316468475175,0.03094991658711433,0.05941219817332068,0.0
32,-0.37539879333465986,0.35797096269864187,-0.012055202047008598,0.0088738467187526,0.4694756620851333,0.4694756620851333,0.04018360253244429,0.04018360253244429,0.4353814813477541,0.3399239813192316,0.03411226228214452,0.04623556006836674,0.0
33,-0.23692548719646683,0.4909679240224545,-0.0029130732470408795,0.01641228255694268,0.4658350713440627,0.4658350713440627,0.03989740472320268,0.03989740472320268,0.47035971486846045,0.39064224903813594,0.043528541291971826,0.049855531275181664,0.0
34,-0.22142040615045502,0.39658130993746266,-0.0017989956675740681,0.009710277317199369,0.4625661501977823,0.4625661501977823,0.03966507273297953,0.03966507273297953,0.5060314749880033,0.43659263995725134,0.03319189939629284,0.0543862988152453,0.0
35,-0.08595426173699824,0.4947320895720014,0.006480027962300095,0.015044486775558263,0.4596433840853801,0.4596433840853801,0.03947797002229856,0.03947797002229856,0.5348939971513607,0.4939605133729341,0.024488603225508367,0.061429667625794986,0.0
36,-0.19156647131485602,0.5695204979874371,-0.0002680041763695193,0.018641113198254296,0.4570419566706695,0.4570419566706695,0.03932864779481191,0.03932864779481191,0.5710351373889525,0.5741977445542488,0.03808243424253849,0.09387502791972416,0.0
37,0.1955106249208954,0.6187364838752776,0.023026037910571208,0.020479815612396896,0.45473771325545514,0.45473771325545514,0.039210696047226434,0.039210696047226434,0.6098165655055068,0.671989886993616,0.03376112449055858,0.0982036263076278,0.0
38,0.36462196262647506,0.577985573080909,0.03180808335652935,0.016798876991277557,0.4527071634585156,0.4527071634585156,0.0391186141830853,0.0391186141830853,0.6480576597290433,0.771068502658235,0.03858633352344412,0.102420705054082,0.0
39,0.3305514807980817,0.8334726521270696,0.027847003685435526,0.031150479553288347,0.4509275143325136,0.4509275143325136,0.03904769814430053,0.03904769814430053,0.6829714341741512,0.8699126684091486,0.03284715633939913,0.09713166324748894,0.0
40,0.3251063101089141,1.1941393258580764,0.025844023025984646,0.050975395657816586,0.4493767254580766,0.4493767254580766,0.038993941558124155,0.038993941558124155,0.7074709107057787,0.9634816325872964,0.015038314246895224,0.10139516055394367,0.0
41,0.44025234116494494,1.1624913429705508,0.031221754651974562,0.045999848459595385,0.4480335780678547,0.4480335780678547,0.03895394882506179,0.03895394882506179,0.7128539952410675,1.0707746916363878,0.0029769941364509722,0.11793004423870981,0.0
42,0.45765930079797357,1.2644351452135127,0.030388872912144895,0.049372659818442154,0.4468777509328686,0.4468777509328686,0.0389248584216167,0.0389248584216167,0.7228704452523597,1.1899373117739767,0.010711693156271709,0.12008859770978504,0.0
43,0.553858752781553,1.3554982614461433,0.0343616924987603,0.05188940810046898,0.44588989658209655,0.44588989658209655,0.03890427498257908,0.03890427498257908,0.7289722728759115,1.3133928228898628,0.005020910567578252,0.1279340993799104,0.0
44,0.46959065295898933,1.4439423425514386,0.02719043016210258,0.05409916624485064,0.445051712396429,0.445051712396429,0.0388902089735897,0.0388902089735897,0.7371033369148515,1.453713865058019,0.01057376780567387,0.15114740690164963,0.0
45,0.4970488397284493,1.160850442276549,0.02720663899357717,0.03368707174642675,0.44434600217772335,0.44434600217772335,0.03888102297329546,0.03888102297329546,0.7538315830695206,1.5932030841737108,0.0157227240042897,0.13528277369813005,0.0
46,0.8447381968807466,1.1390333590341801,0.04663418843959951,0.030322429429050748,0.44375672489268675,0.44375672489268675,0.038875383760079395,0.038875383760079395,0.7705343726706828,1.7319226458392283,0.009648727151592337,0.1402005001623435,0.0
47,0.9284134285176271,1.1619816363746038,0.04888260238769999,0.029874813892868973,0.4432690283779276,0.4432690283779276,0.038872219544240236,0.038872219544240236,0.7816384314069538,1.8689933801846432,0.0169441414869,0.13696763794844907,0.0
48,1.1756259172684485,1.5489153771045654,0.06093651131386309,0.05157580845446397,0.4428692668185778,0.4428692668185778,0.03887068180532051,0.03887068180532051,0.7916254490540614,2.0089720018896724,0.010252489865267025,0.13619845842844805,0.0
49,1.0212961343819236,1.5317558015960262,0.047837998722583486,0.04739340128454386,0.4425450017378603,0.4425450017378603,0.03887011128874636,0.03887011128874636,0.8112197258923971,2.1519653837298973,0.019169808073074723,0.14833892986181638,0.0
50,1.099785453807595,1.4745867828008499,0.049705049342296616,0.04102423588708424,0.4422849870285701,0.4422849870285701,0.03887000778894219,0.03887000778894219,0.8349802131067532,2.3017253460195537,0.01980050576153709,0.1553093022676889,0.0
51,1.2629640405899456,1.262954643428429,0.056623593011877374,0.025619638435856316,0.4420791392007282,0.4420791392007282,0.03887000340070662,0.03887000340070662,0.854089654851808,2.464635624624672,0.026005201836055643,0.17088778187579015,0.0
52,1.4214647910103086,1.170485857746929,0.06284031821522656,0.018413672926918687,0.44191849450502,0.44191849450502,0.038869838960067016,0.038869838960067016,0.8883603793872672,2.639298557685919,0.043628843989692155,0.1710621429487183,0.0
53,1.5853052007906145,1.2593840114532135,0.06900802513388334,0.02271790288378668,0.44179515492150834,0.44179515492150834,0.038869343423221514,0.038869343423221514,0.9295920836529002,2.8076683170028907,0.03915941886168482,0.17021807029195896,0.0
54,1.611047047493618,1.2542690721308112,0.06636426620166877,0.021017190506124654,0.44170222518832236,0.44170222518832236,0.038868415950512714,0.038868415950512714,0.9790376031181757,2.9692233890994864,0.054721780903326286,0.1503505883886923,0.0
55,1.9053038272896483,1.8424501797637403,0.08029685071267693,0.055691691578278954,0.4416337431024924,0.4416337431024924,0.03886701047435027,0.03886701047435027,1.0296745271698569,3.1264370385884988,0.0464241410025696,0.16842981488135222,0.0
56,2.005785851907284,2.150830237439218,0.0815314404732995,0.07114691980078142,0.4415846052756452,0.4415846052756452,0.03886512253793428,0.03886512253793428,1.0791157666149644,3.296014390342624,0.043211177696600406,0.1674500264628634,0.0
57,1.9272119300474064,2.2595937549405063,0.07173544750365354,0.07344847873201406,0.4415504903935056,0.4415504903935056,0.03886277819742768,0.03886277819742768,1.1237020575961727,3.4542557776741503,0.046830895699635076,0.14807376973252756,0.0
58,1.919273438739558,2.260573613404076,0.06685927619531375,0.06901328433621563,0.4415277818326738,0.4415277818326738,0.038860024785349015,0.038860024785349015,1.1709414240086686,3.6027367768107568,0.04640331878629662,0.15323246605893917,0.0
59,2.024589694721406,2.3889882838248346,0.06921340070218132,0.07264951004868023,0.4415134912521594,0.4415134912521594,0.03885692333845696,0.03885692333845696,1.2229546523851553,3.7676299571865917,0.053157886513798214,0.17146763948157623,0.0
60,2.0232372570686783,2.560661794940186,0.06489308366378589,0.07871214728210674,0.4415051845194889,0.4415051845194889,0.03885354249994449,0.03885354249994449,1.276756354263887,3.932752128349871,0.04669255018302466,0.16472402563461178,0.0
61,1.8956952600597803,2.775317813012429,0.053110213579189595,0.08703604000851593,0.4415009110677262,0.4415009110677262,0.038849953713705955,0.038849953713705955,1.3184034504078253,4.098648241464255,0.037622482971258364,0.172993109552258,0.0
62,1.7600362362606263,3.062383318067563,0.0415510596254084,0.09928470623124452,0.44149913752310344,0.44149913752310344,0.03884622753787654,0.03884622753787654,1.355459572470179,4.270696450363659,0.040039686582965334,0.17577133328435382,0.0
63,1.8958539488012778,3.510640397287571,0.047323590534870626,0.12065444566006728,0.4414986862026638,0.4414986862026638,0.03884243091567331,0.03884243091567331,1.3919627300431,4.445514004211164,0.03905943191983913,0.1774623064507666,0.0
64,1.7805069393623905,3.79010235544375,0.03736222680505967,0.1303792477770784,0.44149867886391375,0.44149867886391375,0.03883862525355743,0.03883862525355743,1.434585438279138,4.622092115356337,0.051573482115295326,0.17286714433075887,0.0
65,1.769586711369543,3.9566721507700326,0.03440563516893872,0.13259538758683911,0.44149848589795326,0.44149848589795326,0.03883486516958131,0.03883486516958131,1.4836812906723809,4.803252132897429,0.04203259502280136,0.18916389457280605,0.0
66,1.5576572408948386,4.20814780663092,0.01932173930187131,0.13987481121023793,0.44149768099573494,0.44149768099573494,0.03883119778813798,0.03883119778813798,1.521991360077362,4.991273616918277,0.03290859677467608,0.18204558727801753,0.0
67,1.8578652261705986,4.1187470399533535,0.03652052469074825,0.1258361691780123,0.4414960011841147,0.4414960011841147,0.03882766247085087,0.03882766247085087,1.5516767970846235,5.167019131414942,0.03350930755028308,0.1687142863481649,0.0
68,1.6386793517624438,4.466217052555922,0.02086435571644324,0.1394061733519688,0.44149331202304964,0.44149331202304964,0.03882429088671306,0.03882429088671306,1.5865966393988526,5.327958422981427,0.033289568396573106,0.15307514117327511,0.0
69,1.5483862457640518,4.810975570746798,0.014058903061314352,0.1519785696523278,0.4414895776756093,0.4414895776756093,0.03882110733752915,0.03882110733752915,1.618193614528011,5.477306480810596,0.02784357692362133,0.14690855353428123,0.0
70,1.656435992514183,5.185687486589246,0.019813003833921896,0.16561426084413403,0.4414848355057838,0.4414848355057838,0.03881812926700435,0.03881812926700435,1.6440069534138353,5.629129111028292,0.02625308703481537,0.1576555162946059,0.0
71,1.341937481042734,5.462537674663396,-0.0006522300540504206,0.172423686075653,0.44147917482245863,0.44147917482245863,0.038815367893290965,0.038815367893290965,1.6665218968929643,5.782446589662738,0.010751784521526836,0.15362886296075826,0.0
72,1.3891805019986596,5.660231607153923,0.0022795538003476203,0.17397053881936986,0.44147271936837956,0.44147271936837956,0.038812828915320965,0.038812828915320965,1.6773147602545588,5.9361062632350245,0.010436190742354608,0.15443545708608597,0.0
73,1.5849622801376189,5.8056969597747115,0.014123618671360421,0.1722257667597707,0.4414656131474908,0.4414656131474908,0.038810513252751505,0.038810513252751505,1.6851950197310555,6.085691530129275,0.008844298510912476,0.14515925102857297,0.0
74,1.7454848655886348,6.027901135757065,0.02308406707444873,0.17528472931229622,0.4414580091899244,0.4414580091899244,0.03880841778779675,0.03880841778779675,1.6984823430858185,6.2272681779523404,0.014803848834893673,0.1370109094309599,0.0
75,1.7917426154132743,6.372092664660735,0.024502358789894995,0.18562227976232193,0.44145006086861643,0.44145006086861643,0.03880653608461783,0.03880653608461783,1.7132350004018508,6.358662586864561,0.008967257157206953,0.12795312154289332,0.0
76,1.6959065785791672,6.6748417463810785,0.0171376509437971,0.1927904381285329,0.4414419154027663,0.4414419154027663,0.03880485906832446,0.03880485906832446,1.7130541399801242,6.481910277926941,-0.007348452198572384,0.12218023747988273,0.0
77,1.8555836112498556,6.922067923113924,0.025860715064163466,0.19612177317806145,0.4414337092091946,0.4414337092091946,0.038803375651060616,0.038803375651060616,1.698237045993972,6.603941941004254,-0.023744829204364687,0.11950701405131627,0.0
78,1.9996192180528982,6.946936386476554,0.033092481408659113,0.18564184885502294,0.44142556479142664,0.44142556479142664,0.038802073297169684,0.038802073297169684,1.67862371907585,6.727110035826746,-0.015642969896419785,0.12325777412681885,0.0
79,2.0150706105179603,7.335030065637534,0.032012959213538104,0.19803061039672337,0.4414175888866555,0.4414175888866555,0.038800938523140614,0.038800938523140614,1.6569662569374812,6.856013166642462,-0.021247440867609657,0.13136117576591155,0.0
80,1.7438183661861206,7.785979716051051,0.013455533957680794,0.2135072497408495,0.441409871621505,0.441409871621505,0.03879995733100868,0.03879995733100868,1.6348863768329953,6.990314959066222,-0.02289305696079574,0.14429534510567993,0.0
81,1.750910343420516,8.089746544862008,0.013066143039379845,0.21903030263530388,0.44140248645783103,0.44140248645783103,0.03879911557620731,0.03879911557620731,1.615696316994503,7.137308748405394,-0.020436554097733477,0.1547314480466389,0.0
82,1.780387122573617,8.142504271140101,0.01407030493498344,0.20885613362048128,0.4413954907389916,0.4413954907389916,0.03879839927262522,0.03879839927262522,1.5992872651136671,7.293045093867229,-0.01696035013923195,0.15592046037455198,0.0
83,1.752206975885514,8.51471105988167,0.011485048650417905,0.21885137134023464,0.44138892667458784,0.44138892667458784,0.038797794838895915,0.038797794838895915,1.574220052953401,7.445207621873745,-0.033656203251852326,0.1523728490994589,0.0
84,1.7871703298520931,8.707931599775273,0.012921643334835952,0.21728306750750026,0.4413828226272715,0.4413828226272715,0.03879728929080986,0.03879728929080986,1.5424033585038193,7.5959934737166925,-0.016007593955941184,0.15214983715574257,0.0
85,1.829428895959377,8.886023678295961,0.014716701400034123,0.21488506205172903,0.441377194588622,0.441377194588622,0.03879687038526317,0.03879687038526317,1.5244314157432712,7.744414460789952,-0.012412216847658973,0.1392432331564873,0.0
86,1.6937168924163408,8.862069539857954,0.005512372958572915,0.20027113283632084,0.441372047752192,0.441372047752192,0.03879652672140335,0.03879652672140335,1.5109412529735484,7.8993267556665945,-0.016978810867126572,0.16052042948720585,0.0
87,1.6963165510003546,8.912736221907572,0.00533415248348941,0.1911172739730232,0.4413673781105787,0.4413673781105787,0.038796247804658804,0.038796247804658804,1.5045997323543734,8.05885739735411,-0.002188847995207315,0.15948731468878471,0.0
88,1.5706064411093013,8.876168680924334,-0.002684044734546087,0.17718593721099582,0.4413631740198339,0.4413631740198339,0.038796024079194004,0.038796024079194004,1.5071109728361198,8.221493140022153,-0.0034497034236864164,0.1689189580884477,0.0
89,1.543355442662673,8.696818714312386,-0.004187220082709229,0.15537061620527662,0.44135941768876064,0.44135941768876064,0.03879584693405935,0.03879584693405935,1.5124810622385243,8.389044111044157,0.010514208320071407,0.1675554782771797,0.0
90,1.4704390949526676,9.149913226963067,-0.008392542063390176,0.17358741727811017,0.4413560865627872,0.4413560865627872,0.038795708687940654,0.038795708687940654,1.5283347710332154,8.554561168128888,0.0196335582726422,0.16557360344523028,0.0
91,1.395229946868935,9.004160158376793,-0.0124808470264752,0.15404794391910914,0.44135315458230817,0.44135315458230817,0.03879560255698844,0.03879560255698844,1.5535213245540624,8.721606978131113,0.03216166482818061,0.16699882523604856,0.0
92,1.315554631360388,9.09496143233373,-0.016592279112820418,0.15017806602422942,0.4413505933037989,0.4413505933037989,0.03879552260974796,0.03879552260974796,1.5821538529104404,8.897670456304853,0.018756713886843163,0.17806210882767065,0.0
93,1.2104286001955469,9.438430835603413,-0.022009410751028975,0.16200502008541884,0.4413483728788285,0.4413483728788285,0.03879546371273694,0.03879546371273694,1.603107889333843,9.086529541531164,0.02453526545083257,0.19011682368893137,0.0
94,1.1720601677839677,9.67475959394659,-0.023010375762166,0.1665526918861309,0.4413464628914876,0.4413464628914876,0.03879542146974721,0.03879542146974721,1.6378821126492642,9.276124409209745,0.038659427856066624,0.19056757585737916,0.0
95,1.1614775058753226,9.626954891481569,-0.022249955049481032,0.15343669931476878,0.44134483305888905,0.44134483305888905,0.03879539215748974,0.03879539215748974,1.684676131310337,9.465588440803533,0.05009312986990748,0.1874534201999214,0.0
96,1.037851651393511,9.725366485012222,-0.028452909096087158,0.1500698418614709,0.4413434538024622,0.4413434538024622,0.038795372659771454,0.038795372659771454,1.7330328542782965,9.647501944315271,0.05275851656694017,0.17699122629518987,0.0
97,1.1619908142726607,9.821795927004942,-0.01911613276549115,0.14678770269542343,0.44134229669990527,0.44134229669990527,0.03879536040199123,0.03879536040199123,1.7856886728031083,9.82863105126161,0.060172240647457166,0.1787035597185144,0.0
98,1.133781100385506,10.343561172863136,-0.019672550590771713,0.16973181968346315,0.4413413348290289,0.4413413348290289,0.03879535328737805,0.03879535328737805,1.8515388881722998,10.006145179611757,0.06844537741507092,0.17297538536248525,0.0
99,1.3271239973424291,10.409635021956644,-0.006638535074174359,0.16338918297498708,0.44134054301546344,0.44134054301546344,0.03879534963606694,0.03879534963606694,1.9147721706346823,10.174676641631594,0.06561205642333223,0.1656193868143258,0.0
100,1.5052356515584446,10.363152507238071,0.0046660076308597635,0.15054749887025082,0.4413398979964239,0.4413398979964239,0.03879534812782033,0.03879534812782033,1.977568276065586,10.330586610112725,0.06441767048179763,0.153119416132095,0.0
101,1.614935387118339,10.689108167777565,0.011092851884931584,0.16128044111812517,0.4413393785125481,0.4413393785125481,0.03879534774895241,0.03879534774895241,2.048798350334804,10.489523051327234,0.07622199761994183,0.15759396194210878,0.0
102,1.623894888772511,10.718772210238566,0.010962315387809507,0.15322703132314397,0.4413389653393386,0.4413389653393386,0.03879534774380121,0.03879534774380121,2.1166438306681616,10.640919336040781,0.06737596529741968,0.15284185649877707,0.0
103,1.681709867611379,10.693056415306277,0.013829164189906196,0.14227777061291652,0.44133864126902533,0.44133864126902533,0.03879534757091493,0.03879534757091493,2.1837811240463796,10.795101748181272,0.06213647929145424,0.15890680083087969,0.0
104,1.7008813333457682,10.802207336213465,0.014156052599076225,0.14025078222393214,0.4413383910528032,0.4413383910528032,0.03879534686397331,0.03879534686397331,2.248727544685225,10.958948192198335,0.07316923001802209,0.1610102122963817,0.0
105,2.231725575358377,10.932484285787657,0.045771562497218185,0.13964049576621737,0.44133820131243495,0.44133820131243495,0.03879534539734822,0.03879534539734822,2.3189030310348664,11.124222114683244,0.07249371151607087,0.16223225202609254,0.0
106,2.46285360913223,10.916484184077051,0.057113306996994344,0.13011703063863567,0.4413380604292054,0.4413380604292054,0.038795343056117454,0.038795343056117454,2.3887955415426303,11.28736709606968,0.0678502979275329,0.1568923449423403,0.0
107,2.5909969456722064,10.795271589329108,0.061459554719659845,0.11473845316931643,0.44133795841719353,0.44133795841719353,0.03879533981027869,0.03879533981027869,2.4521321377115237,11.4339349660255,0.06528764660834521,0.13786957425303079,0.0
108,2.6019969087898347,10.846630036106596,0.05837198682221911,0.1108602990491171,0.4413378867868381,0.4413378867868381,0.0387953356928634,0.0387953356928634,2.522764288830246,11.568631448864362,0.07666749736410511,0.12987872502974848,0.0
109,2.6399000930331016,10.967600791192293,0.057119522206828366,0.11147894727645899,0.4413378384038215,0.4413378384038215,0.03879533078162062,0.03879533078162062,2.5863734012712554,11.690786320909897,0.057285313874684635,0.11361668877253993,0.0
110,2.84189979613879,11.133469184163767,0.06598459271673646,0.11480698198824428,0.4413378073474138,0.4413378073474138,0.03879532518392485,0.03879532518392485,2.644196944923949,11.810884153650331,0.06182089017447215,0.12700937927447056,0.0
111,2.7312202808996977,11.50633281131047,0.055174692677062626,0.13059720995822885,0.4413377887716003,0.4413377887716003,0.03879531902455834,0.03879531902455834,2.7084667151483326,11.93492742405645,0.065531689480883,0.12210765804596736,0.0
112,2.8399655567427713,11.798405402605255,0.05845262380430362,0.14047772921869553,0.4413377787715896,0.4413377787715896,0.03879531243602355,0.03879531243602355,2.7813444786632218,12.062990559924696,0.06820925748016149,0.1359115857056066,0.0
113,2.629948436275286,11.819323221239834,0.04202522269782727,0.13316197521167655,0.44133777425764337,0.44133777425764337,0.03879530555105418,0.03879530555105418,2.84949443219553,12.194925988525549,0.06586772058675279,0.13410939598418076,0.0
114,2.7001850575082225,11.92329967999156,0.04375145071634081,0.1313761418654405,0.4413377728376055,0.4413377728376055,0.038795298497011514,0.038795298497011514,2.9147156593233494,12.329886107009415,0.064553767491435,0.13216825749267933,0.0
115,2.499272810222121,12.381855485623989,0.02878071684245674,0.1513959474810393,0.4413377727090221,0.4413377727090221,0.03879529139187474,0.03879529139187474,2.983326243654787,12.466812900927824,0.07412501623453982,0.13987335865225284,0.0
116,2.8554821559191224,12.333710554328517,0.048815755955524814,0.13918623532199856,0.44133777256133216,0.44133777256133216,0.03879528434155822,0.03879528434155822,3.058051208619205,12.609544855292253,0.06739050816563104,0.14134111460825666,0.0
117,3.2219159227514993,12.251835999896086,0.06825049183661737,0.1256597414979161,0.4413377714882752,0.4413377714882752,0.038795277438315075,0.038795277438315075,3.125492513303616,12.75877799533393,0.06727427920442385,0.14904759082907038,0.0
118,3.44726036838757,12.628080312057568,0.07786291667901485,0.14099276542347697,0.4413377689103858,0.4413377689103858,0.03879527076001206,0.03879527076001206,3.1898614934550418,12.907383537339129,0.06886064678342947,0.14625199788529836,0.0
119,3.4593320810884234,13.04687027250592,0.07383721787138986,0.15799090148349518,0.44133776450723594,0.44133776450723594,0.038795264370087255,0.038795264370087255,3.2544936591811027,13.056081922575846,0.061351787238763084,0.14791146676779648,0.0
120,3.4769800466819776,13.24034961711021,0.07039905337613549,0.1601624040428538,0.44133775815892223,0.44133775815892223,0.038795258318026625,0.038795258318026625,3.309521705743282,13.19826975972803,0.05436339470383136,0.14164971883326302,0.0
121,3.399670336491831,13.518659580275655,0.061360901975605564,0.16739173493136167,0.4413377498961813,0.4413377498961813,0.038795252640219643,0.038795252640219643,3.3644300767021322,13.347081490030536,0.05214290400895053,0.15337763939599425,0.0
