t,rwm_x1,rwm_x2,cvm_x1,cvm_x2,cam_x1,cam_x2
0,12.749413682437403,13.00370206261448,15.845884003133312,15.270289931180576,13.997237469591543,16.364735403318186
1,13.33741746307175,12.728581813991259,15.82802454789709,18.010884058656067,17.88238292349407,18.38435193914441
2,12.678481186412354,12.21803565503247,17.109495799462074,17.972257402374616,19.364759942149785,18.592081212620347
3,12.61231990610212,11.612809239677421,18.774097306627812,18.07506171431163,19.8717534175975,19.45398982529908
4,12.147406682610885,11.158215653911528,18.714628122555318,17.64474599397058,20.011968284138437,19.567259181193606
5,11.799732031463893,11.329336597927629,18.54601993930149,17.37378009811393,20.415918336502177,19.584109808187385
6,11.574053857957802,11.384164854594518,17.88660642031373,17.351911858566115,20.271429311976444,19.72261061671002
7,11.3369102147027,11.19881894429842,17.335552511843765,17.067489767693072,20.084447959901777,19.701124599880757
8,11.11402811056761,11.029562212696572,16.870811510375454,16.814967466569207,19.83849177335812,19.43795460544471
9,10.933154289242873,10.719441692225995,16.3767485530628,16.72816692180313,19.51587412113099,19.279264509598903
10,10.80611138084753,10.45456779140552,16.08932849101478,16.61429844280333,19.40218390419364,19.098308223079535
11,10.69861899644773,10.169288352539596,15.923844521439609,16.410521410646236,19.211494316124714,19.085107409715413
12,10.548060323503263,9.923404273388886,15.738754294155148,16.285112223013304,18.923654292254252,19.003433183438474
13,10.376565760556478,9.749578226021788,15.5677595545478,16.056218156271807,18.674025366184598,18.875855407630155
14,10.24858257118362,9.617306077477583,15.50605557868019,15.785529718217877,18.50277676494791,18.655075031177493
15,10.087909965700709,9.525955045222448,15.400746865503084,15.529161756159786,18.325671858436323,18.401903861523998
16,9.906443429523833,9.423307655001175,15.214345351873783,15.296724772265634,18.225249775742036,18.202132460996378
17,9.740916104072149,9.37058614077314,15.052110828202192,15.103033057254063,18.077704685077823,18.11305354604873
18,9.585505853231314,9.349244194630566,14.90915652586792,14.853315065014595,17.968798940758205,18.01528129645714
19,9.466796080285585,9.41205384778117,14.728611170752703,14.635738082485734,17.810009353503936,17.86664523261628
20,9.356676121165059,9.491413281504654,14.550437459934127,14.455055051562985,17.63912668740623,17.657751383282363
21,9.254110444019311,9.59401041948512,14.391302049764557,14.293859495457758,17.503574172882043,17.48491298622731
22,9.192662277127065,9.727412466694409,14.244469917984404,14.163418594296857,17.355544655122,17.394790909533157
23,9.139549764940867,9.847725822650382,14.074199443959108,14.001955766370424,17.207276102980583,17.28034859770893
24,9.132470754689981,9.950733655599723,13.955188506906435,13.848839167601364,17.040242023704742,17.131488526492518
25,9.13391173050192,10.075092121282326,13.843312828212543,13.748227344810996,16.881535080164575,16.993457832257764
26,9.196408364911225,10.264624671712816,13.742730109645354,13.622401737195394,16.736384670543014,16.843036432285643
27,9.257710173245519,10.383940786524402,13.645313821278844,13.517523038098748,16.577603201731485,16.741565998754048
28,9.327912138196934,10.510423334432394,13.512446694519316,13.412241781189806,16.444523606390383,16.64628817776206
29,9.40429534905651,10.65035028544048,13.395210352458042,13.311452439977682,16.32248548601122,16.5444274409104
30,9.482159326754125,10.769882290056623,13.30736851870104,13.21750145698808,16.22143687583266,16.450403108976523
31,9.571529159967104,10.97370680478003,13.223213456783245,13.126861237942597,16.12239866461787,16.35737284378108
32,9.704514300105451,11.229255694000924,13.16854874321082,13.056687315677383,16.018563176151606,16.286596902240767
33,9.863095886119424,11.51925592413877,13.115302922175335,12.99994879046381,15.910142640651042,16.206842856562353
34,10.027918209347769,11.759791765484012,13.054417015346061,12.922362807775894,15.78546424189596,16.12352902463089
35,10.227691901736865,12.037916895890941,12.993540643681545,12.857440536835394,15.667611868925164,16.051304968756302
36,10.413201613605878,12.351471487126453,12.936898431694317,12.787599271165645,15.560048028612826,15.963580487329079
37,10.594129201312791,12.634219857010567,12.863221816698882,12.739844961221968,15.45438167203558,15.87937867287637
38,10.777078252384706,12.957552096356403,12.80634242154836,12.693644669275356,15.351994981814425,15.791114216314892
39,10.950128039439857,13.265202167642604,12.75691517294426,12.650005246904033,15.254968139021454,15.707261965636738
40,11.156959508063563,13.576023044071444,12.697499229545347,12.606403717142815,15.163887891395811,15.607445994330442
41,11.375276795601616,13.886083848320528,12.636213013442177,12.5478226711903,15.079334674175783,15.508545611445806
42,11.588509915789261,14.205635490511352,12.572673294942314,12.51936591626519,14.982167213632426,15.40999008292466
43,11.814190538370283,14.546113766874962,12.51095540923542,12.480519532522866,14.904192892110885,15.319838053185418
44,12.063686055512932,14.884457068510446,12.451535489970293,12.461064867986444,14.822715532868173,15.236572786098819
45,12.278728862506211,15.253688357367645,12.40966000721123,12.467826756944088,14.738521028307664,15.170230883110657
46,12.559357663150504,15.622425028704328,12.374601954097201,12.510058276617087,14.651329077330185,15.101676543316646
47,12.855397187397383,16.035195677720054,12.340413756289227,12.563486854311915,14.566384743397819,15.030822607693139
48,13.144998676700599,16.446532896747843,12.309688230307659,12.630191494297893,14.492311333600814,14.95707639409964
49,13.444618736595112,16.890867117552297,12.276907582269526,12.729435907091876,14.416506477680988,14.895164296091172
50,13.74191048803591,17.33787787187545,12.264158887368037,12.826476112224885,14.345123376459261,14.828590946084669
51,14.056105865576816,17.793041588512363,12.257402002679552,12.937468934967873,14.273699401857206,14.757360367749067
52,14.379480108845891,18.244269317421946,12.248740553169995,13.055641516271184,14.198121025286053,14.686216762891311
53,14.698749242541684,18.698970122585585,12.251212714839593,13.15871373384834,14.1238759480466,14.617649831585748
54,15.014049127364661,19.164233818302026,12.266449515867084,13.270918624185295,14.05181908170536,14.547821840794839
55,15.325911690556913,19.639473629103687,12.290323447725005,13.364004215133793,13.98618145566937,14.485967863627616
56,15.665277135425171,20.114551273647145,12.308792149342787,13.45809604379655,13.92373038477788,14.411895903091684
57,16.033693050194195,20.610013483455727,12.329584794475608,13.558368849240154,13.86611843740844,14.343092059841819
58,16.431291829118013,21.10680580973625,12.362047166397662,13.670969750666377,13.822758274045222,14.273549347389912
59,16.84462862967397,21.636164300773782,12.395458811857083,13.779774944010011,13.779876742921058,14.210804709434205
60,17.274386387011933,22.166275181374463,12.431754950483592,13.900176820187824,13.724137111492501,14.146277041695413
61,17.695797016944198,22.705024198039418,12.468352962930004,13.99863263363543,13.661742831549159,14.086305592710271
62,18.09736489110822,23.25169002535828,12.501326510009777,14.100810901663507,13.607592620700567,14.02661716993695
63,18.511362803819576,23.81104418138471,12.548568564250449,14.189999931028236,13.563057318553229,13.9662364251865
64,18.92466403067358,24.35892808393243,12.611723361442289,14.283034337227699,13.524707961301559,13.908800728479045
65,19.34825240353674,24.887763681814857,12.675819686481827,14.381877091733207,13.481434099296749,13.8533026922452
66,19.771844966542318,25.40862839933656,12.74591860143618,14.466595122696779,13.436813528266805,13.8016755937655
67,20.197154227277544,25.934150949546613,12.816440257852525,14.542834466435675,13.394390320145325,13.752969736548376
68,20.618038220905635,26.481316379905895,12.886810749827157,14.621620366105754,13.353101494555045,13.705201071501472
69,21.047453450335723,27.02062760149017,12.952009561613718,14.709100757407109,13.309542397266615,13.665899751256868
70,21.485180431521396,27.54541649855123,13.019796050062743,14.818407377822686,13.265218623907463,13.6250326431522
71,21.90876699905167,28.075168487944705,13.078198220340965,14.930330604093541,13.218384938479574,13.582405835597578
72,22.325602030256935,28.656667141170242,13.137356993815342,15.04903029587181,13.174685670351593,13.546293636468084
73,22.778673365341792,29.230063313558368,13.19300530491434,15.150138844178858,13.130537680394415,13.508576381778937
74,23.202259075717286,29.812094418257004,13.259727517779151,15.24688422469912,13.091021038096823,13.474094283196711
75,23.627345461087124,30.37746404658177,13.331755740655051,15.334118990804043,13.051937760624256,13.435293976628344
76,24.083623526783285,30.9572426270585,13.399152254321118,15.425391592230284,13.01418282594734,13.400556003067928
77,24.55968261953765,31.526937019255833,13.457336970454374,15.499232360301079,12.983824749232232,13.367986139391366
78,25.028252647426505,32.122731946657765,13.517097761997794,15.564824005026518,12.952247749902469,13.334141020927195
79,25.50433056129892,32.721445473565176,13.571521887573894,15.62006149917461,12.931603212214355,13.303099879649858
80,25.984544374947575,33.29733371229394,13.63561097983486,15.673738701186513,12.904528315254577,13.265761290781422
81,26.460065222949815,33.868690902009476,13.70584683012207,15.731152114891369,12.878343513295906,13.226334825282226
82,26.95211000736858,34.439887101509974,13.785079097182683,15.787985196073839,12.849614159638168,13.18672212648435
83,27.44741391384532,35.00340666720196,13.866636931262358,15.863465727533583,12.821029082140901,13.157438090892985
84,27.940151198611936,35.57139231624391,13.951408267478385,15.920685993612903,12.800080375543564,13.123877202299093
85,28.41027906991664,36.139065686601,14.041092068576415,15.970774567428657,12.782810673536403,13.083811649020996
86,28.878985145531338,36.72500331052008,14.127827017903865,16.025662575794712,12.755720753676632,13.047474904688977
87,29.365527846536985,37.31113659689752,14.21488244542859,16.07827203137233,12.738527137720236,13.014139092707044
88,29.830887733029112,37.8953001681687,14.305269763059158,16.138705536592916,12.72010107189289,12.988329204485371
89,30.297321310784817,38.485274248670386,14.404554451770414,16.20059883011212,12.704553625808227,12.960678482158732
90,30.769639791931258,39.051000479945706,14.488344886464006,16.261543336967087,12.681840696519165,12.935897902817368
91,31.239437558739702,39.60782358324282,14.578798049069027,16.32340007525671,12.657292054403342,12.907723757522453
92,31.72132952064738,40.16176430068265,14.673444035492773,16.386162157090858,12.634929469143543,12.884862038923165
93,32.2103658569897,40.71673228510826,14.765931391600528,16.44888552392499,12.610469563619969,12.866932459705131
94,32.69784461416144,41.28312753509063,14.867042993488758,16.502036025782708,12.587244581319258,12.851306116733472
95,33.20572635929558,41.85719565002886,14.969841842062058,16.558457271134593,12.565526582777174,12.831403985851912
96,33.715975611204975,42.432969285992314,15.065299820663208,16.61225593826979,12.551101555973785,12.809038961409035
97,34.24148025257168,43.006887535239485,15.159148350067559,16.67405973194056,12.538675297651118,12.786049606971028
98,34.774827041645175,43.563154360039576,15.260898887674376,16.727340162734535,12.525594849432792,12.765054664895475
99,35.32384201278823,44.105449083045436,15.375939921507475,16.77971465926642,12.512221454394233,12.744199566562616
100,35.87327391720579,44.64269458638533,15.505969855874946,16.83741563089722,12.501338774625967,12.727419230797848
101,36.42468957418734,45.18113562192622,15.633374125209674,16.894478427352436,12.485121645674926,12.70823559846146
102,36.97433042678945,45.72966503896127,15.763233887479847,16.94757315592578,12.469113235274715,12.687575040160409
103,37.52012105150057,46.287840215472656,15.899763228791766,17.014620667181426,12.450931620661532,12.65829702646287
104,38.09036646921254,46.84435851199745,16.051866674963264,17.075667166827948,12.435548167788717,12.633791573871548
105,38.66875452703904,47.41655987075524,16.206769703724007,17.13709071061161,12.417969657095089,12.602129313510307
106,39.25324301724002,47.977817939828874,16.360181853126246,17.209411004028258,12.40054325014815,12.569167463325568
107,39.865459427710775,48.53428884532499,16.515579737096587,17.27848359242501,12.381511763253311,12.537366295647633
108,40.4863023891782,49.09040058299375,16.676161753954382,17.35475692612973,12.36627093742587,12.5126939900332
109,41.11878250469099,49.6448131793504,16.838496475360387,17.42970328726861,12.355573394189507,12.496293156090521
110,41.748135433486695,50.203927778853206,16.992553594963464,17.500572991244105,12.345558804989157,12.486357984057818
111,42.39241386134882,50.76368159494253,17.147024404737746,17.568297967699014,12.344479682012091,12.480903668323688
112,43.04353516386311,51.32178494274211,17.31143659668674,17.633390359215195,12.33592182882594,12.471978464674933
113,43.69361028504951,51.893385653788684,17.487401585784642,17.69410986527116,12.329166743590338,12.463329067193156
114,44.35774024791693,52.47095929321315,17.667715463150095,17.75577252772913,12.324150986461104,12.45536399954959
115,45.017408613229875,53.041927496171105,17.839953005884176,17.825849413915922,12.317895200968994,12.44839576527013
116,45.688426859071726,53.61448848201652,18.024937934476718,17.896415723801233,12.302114926021623,12.437404201070434
117,46.37661070654227,54.17583513016882,18.2059163760688,17.972582593108665,12.293673617558202,12.42414929770477
118,47.07741686161474,54.7427583880616,18.377051882417476,18.042162151135084,12.290816827739507,12.41145044459156
119,47.77135774697324,55.300447544704184,18.551586454126536,18.115273621436273,12.285362091781787,12.398042183411011
120,48.487799210900604,55.86340071786194,18.7344318531334,18.182947133108694,12.278499231418753,12.388944260896102
121,49.195858962620065,56.44162585574164,18.92339130878921,18.26454717775947,12.27019782688418,12.38315851013653
122,49.9152017489056,57.01499938795082,19.09550575312811,18.339969556972864,12.262278268730714,12.38101069899075
123,50.65473944500544,57.574897685569624,19.27387841430837,18.416907173555586,12.249414047175248,12.374122574621605
124,51.40322242085657,58.13045927710923,19.462080973399544,18.500492111280348,12.240830552987845,12.363553768254778
125,52.1324200411113,58.691620909813125,19.64802239440847,18.58848025527893,12.227890979506622,12.352236366759657
126,52.86653855046982,59.25615364958071,19.837427365299515,18.689182523631693,12.21944558777177,12.339287549656728
127,53.60694163199281,59.81337851924165,20.019553744867114,18.786130948776226,12.20499347249115,12.323548632846757
128,54.36200790999675,60.368992659370825,20.210682261125562,18.88398375559772,12.188824404404555,12.309057489279095
129,55.115892232590184,60.93141764240737,20.396294612042123,18.976972337302584,12.168497807975566,12.294177107030063
130,55.87757363058419,61.51163758842979,20.570397630085132,19.076570328005378,12.148939928634105,12.281397077229359
131,56.63712614461421,62.093011807346656,20.747580017981445,19.184486013544422,12.128662392237922,12.266918091487927
132,57.398553401264756,62.6779879131239,20.930885079926338,19.29366481105904,12.10609179918427,12.254056940859183
133,58.16084151675254,63.28517696813525,21.109210962957142,19.40868148669255,12.083124453743096,12.24393128385441
134,58.93395581338372,63.90096334016039,21.284356518472258,19.51435899626974,12.060977379521136,12.235128433691962
135,59.69533944526182,64.52283490232874,21.461639098252853,19.615933760304017,12.041175735038694,12.226491935374655
136,60.46642947182208,65.15979541935918,21.633190356886182,19.71728028585381,12.019935204314958,12.218404203488824
137,61.236883981404674,65.80799582792038,21.796356606476273,19.814959289811842,11.99920292188025,12.206523827925755
138,62.02157065756828,66.45792952788224,21.958978205537925,19.910516752827984,11.98339094166506,12.192533826228512
139,62.81399159650724,67.12424381924139,22.124663044580892,20.009234959276316,11.966160353552144,12.179782264841155
140,63.61085083593548,67.78987321535507,22.286603056600732,20.117628070741084,11.95183118360023,12.165675464984735
141,64.41291310864179,68.45779235796009,22.437338389578407,20.22433481914411,11.940146174992346,12.152511071799871
142,65.23003763378503,69.1113180956345,22.585543832306975,20.323877984183014,11.927881715263654,12.13944456373143
143,66.06045002177757,69.77070784102192,22.72922092652588,20.429863907491004,11.916542342965368,12.129254319186888
144,66.88847914042044,70.4156263499252,22.867456211685994,20.531571986716333,11.905557949085658,12.11803936556818
145,67.72818671043703,71.07029560357721,23.00284545896778,20.630384751303584,11.895032931897903,12.103857019190997
146,68.5574034172275,71.7283617434656,23.127543941674862,20.722443074765955,11.883073006631054,12.090492613946802
147,69.39222130566199,72.39225201501463,23.2554827933213,20.81294611873055,11.875439351987549,12.077548069505303
148,70.2287174668023,73.05516239367401,23.384326863429436,20.905981307001515,11.871298358722186,12.065418989134418
149,71.07306485530748,73.7164281555499,23.506860210899102,20.99391800823301,11.86639592705823,12.050847742265741
150,71.92300962466366,74.3923624189022,23.622722925885498,21.078736969545698,11.865529296554739,12.039448890589439
151,72.77938950927998,75.07257894793227,23.730599106309892,21.16177864768179,11.859744672259847,12.028013293578919
