t,x1_est,x2_est,x3_est,x4_est,x5_est,x6_est,x1_std,x2_std,x3_std,x4_std,x5_std,x6_std,x1_real,x2_real,x3_real,x4_real,x5_real,x6_real,reset
0,2.1927200032158662,-0.8869704834331713,1.4618133801437618,-0.5913136736900299,0.4872711876234753,-0.1971045825347452,8.796178989558944,8.796178989558944,32.16190280471388,32.16190280471388,29.878256835866715,29.878256835866715,0.0015787075403723941,0.008645727234825522,0.0011078356274419631,0.024909068323580967,-0.004582558095858175,0.027180777473971324,0.0
1,-5.7128112693334,1.624705969412604,-9.619196658774326,3.5248791568722027,-4.6590636437396284,1.785395499260043,8.78800635074,8.788006350739998,17.538698755197938,17.538698755197945,17.436563123844923,17.43656312384493,-0.0006049447099821012,0.03397047735959785,-0.009794124815023461,0.0187453315257489,-0.03375630676471368,-0.022373162134347084,0.0
2,-9.68492629769588,-0.8280926594044534,-6.5053359754402065,-1.2000278439092322,-1.178059625532239,-0.8677288614679475,8.592036093584676,8.592036093584674,13.77524779921272,13.775247799212707,10.626518956472935,10.626518956472927,-0.0305770986709753,0.036725723327388424,-0.05075946696056813,-0.015070533238213533,-0.03341768921844607,-0.036106989595189015,0.0
3,1.8472225122460246,5.877881071109762,8.835096979449439,5.794137750480651,5.366722867044773,2.3657184036961802,8.418426182651382,8.41842618265139,11.004553408880788,11.0045534088808,6.360602364457415,6.360602364457418,-0.09691034091790789,0.007364494296398709,-0.0831391651851832,-0.04193394898078305,-0.028437912104171112,-0.011938928662287962,0.0
4,4.133695886818933,9.715405808338353,6.880210318208256,6.60525483327665,2.876450411524832,2.0165054182017084,8.209037921107573,8.209037921107578,8.722994298075426,8.722994298075445,3.9489019288753635,3.948901928875373,-0.1844024180145084,-0.03705385047752158,-0.08533915485007457,-0.044184910168838826,0.0024150557559864706,-0.0037261660522635073,0.0
5,1.5481617620745851,13.272893875225423,2.7038059430667367,5.498789947661123,0.8936948013276629,1.065806278055669,7.963701102983941,7.963701102983924,7.014222377634917,7.014222377634895,2.593008716019378,2.5930087160193707,-0.26275216132466894,-0.08301522608278503,-0.0701783085471248,-0.051716859974158536,0.024434150861589548,-0.019981755693454714,0.0
6,1.0032719573755564,-4.239989205489515,1.4518024772974076,-6.965716176006671,0.36563529672502826,-2.252367268163156,7.707430876876758,7.707430876876744,5.757889548270164,5.757889548270159,1.7944238075834302,1.794423807583429,-0.3169310103173723,-0.15232906036671187,-0.035220374769176846,-0.08594891423583423,0.04616239738077011,-0.0339269684354403,0.0
7,4.653383152312154,-3.6683825259318414,2.8161551560629965,-4.704718819836792,0.5772115159624791,-1.2675721226403232,7.45623848376424,7.456238483764234,4.821319928169576,4.8213199281695776,1.2973892777292695,1.2973892777292697,-0.3368969657988036,-0.2474143383326809,-0.004617680521205113,-0.10255294260498915,0.04293286755120978,-0.02082588329482027,0.0
8,6.20991946379114,3.795699901731666,2.415156707347273,-0.30978552666804937,0.36392422084623255,-0.19696698937337942,7.217510038745726,7.217510038745729,4.107660332114165,4.107660332114166,0.972216931230139,0.9722169312301386,-0.31542422252054453,-0.35955232953290395,0.0509477298554451,-0.12471931992103828,0.061100722986717315,-0.017702764548600328,0.0
9,-7.858564094160849,-2.533673272292692,-4.170811424754824,-2.981420493961407,-0.8431120221930979,-0.6269284178777563,6.993907533096989,6.993907533096991,3.551625787136691,3.551625787136689,0.7502764357589117,0.7502764357589109,-0.22517530859796245,-0.4919189430669999,0.13583351155855472,-0.1456166889918345,0.09840220275843854,-0.035583308300746026,0.0
10,-7.624963507686964,-10.038182367254935,-3.3144032434504562,-5.110804402075832,-0.5848914700063937,-0.8562637152915493,6.785832438729092,6.7858324387290825,3.1095643906691275,3.1095643906691146,0.593356713721499,0.5933567137214961,-0.02695370318333143,-0.6610747646758968,0.26859457646138,-0.20023009735043515,0.15467229325338328,-0.07867961198606249,0.0
11,-2.261506874776008,-12.961570287058201,-0.943150576655297,-5.067283174029474,-0.16920019847320722,-0.726983012313166,6.592666869268883,6.592666869268875,2.751831093943572,2.7518310939435655,0.4791084946372431,0.4791084946372418,0.3160974446157808,-0.9041647073680021,0.41373956568168924,-0.28937824983309063,0.12537969921117548,-0.1022358216702999,0.0
12,-1.1216619534924446,-6.552022924192544,-0.41967684722361653,-2.067115586514162,-0.07700032719017968,-0.2354598387007497,6.413385796363535,6.413385796363535,2.457865648393912,2.4578656483939096,0.3938776782598956,0.3938776782598952,0.7895520945584301,-1.2371698947660177,0.5280837415700191,-0.3747290709752246,0.10828283654709533,-0.08566301517992678,0.0
13,4.98328873402528,-6.509932199939969,1.4185918358985397,-1.6599209252537706,0.15734201290772237,-0.157362004207933,6.24684837124177,6.24684837124177,2.2130897889678405,2.21308978896784,0.3289972424444923,0.3289972424444922,1.3669426566346914,-1.6538850641573235,0.6251727371111148,-0.4572466280348869,0.09015871177953964,-0.08139886275261622,0.0
14,4.620105751398454,-10.01836952609759,1.1408116762699412,-2.2910862655669586,0.11179319545928196,-0.21097221825079407,6.091935785524621,6.09193578552464,2.0069503952977983,2.0069503952978063,0.2787799324501883,0.2787799324501895,2.0318458643354753,-2.1504900032617753,0.7039397771613942,-0.5316720687566896,0.07865072022084425,-0.061452819978149,0.0
15,-0.45307055926861795,-9.565723523625522,-0.33062590618226373,-1.7823570438459493,-0.05665126330066027,-0.13437725054368507,5.94761217734244,5.947612177342452,1.831662117404437,1.8316621174044447,0.23938349944095608,0.23938349944095724,2.77999022136736,-2.711317917987246,0.7880713155504108,-0.5898317479960786,0.07792776626880596,-0.07530748540007391,0.0
