t,x1_est,x2_est,x1_std,x2_std,x1_real,x2_real,reset
230,-51.87214980627188,-19.797048258780805,1.2136807377036614,1.2136807377036614,-51.111097477599415,-20.585653567162797,0.0
231,-56.32094201226052,-18.42371677340486,1.2136807377036614,1.2136807377036614,-56.340997610554176,-19.157397415188225,0.0
232,-52.45306587399653,-20.726794465924538,1.2136807377036614,1.2136807377036614,-52.92415563780407,-20.140572697392173,0.0
233,-51.22521747742576,-19.41199914083825,1.2136807377036614,1.2136807377036614,-50.19358600456179,-17.994779522578625,0.0
234,-54.217654771274994,-23.404628955330114,1.2136807377036614,1.2136807377036614,-53.6413413264629,-22.431650536424847,0.0
235,-51.51619918021372,-20.602777796646848,1.2136807377036614,1.2136807377036614,-51.216065551323325,-19.34936070099912,0.0
236,-49.84126969515316,-18.619167859497175,1.2136807377036614,1.2136807377036614,-50.02363167873266,-20.574487639775775,0.0
237,-46.091543809331405,-17.260151526150285,1.2136807377036614,1.2136807377036614,-47.5308905204757,-17.33990779074773,0.0
238,-49.876678938756484,-9.623667513378969,1.2136807377036614,1.2136807377036614,-48.39910277145358,-9.91516123317902,0.0
239,-50.471578658328994,-11.138813806900668,1.2136807377036614,1.2136807377036614,-50.37653643634906,-10.901444851073864,0.0
240,-46.98306395238625,-3.8686115312486544,1.2136807377036614,1.2136807377036614,-45.76613347993155,-3.3687648946040722,0.0
241,-49.90036218316346,-3.7016528055198736,1.2136807377036614,1.2136807377036614,-50.597791195924046,-5.383383588755216,0.0
242,-49.4104462245882,-5.74119336066196,1.2136807377036614,1.2136807377036614,-48.33264536110374,-7.0486079774098505,0.0
243,-52.463125502650534,-5.82246616796838,1.2136807377036614,1.2136807377036614,-51.80134287098534,-7.155046726388785,0.0
244,-54.19535403741714,-11.080146644300864,1.2136807377036614,1.2136807377036614,-54.062267294215665,-11.093486368604792,0.0
245,-54.62418621277743,-8.689211848477942,1.2136807377036614,1.2136807377036614,-54.31487577105975,-8.456925082526764,0.0
246,-53.41010736563662,-10.520986111394125,1.2136807377036614,1.2136807377036614,-54.933389369129465,-9.747275448462855,0.0
247,-53.156066517100264,-10.85928172337257,1.2136807377036614,1.2136807377036614,-50.979768573868434,-10.871028066435471,0.0
248,-51.703632140125116,-11.339287773361752,1.2136807377036614,1.2136807377036614,-51.66206346115609,-13.778225797835947,0.0
249,-48.16462819670286,-9.945450756308142,1.2136807377036614,1.2136807377036614,-47.78260325925154,-9.799398293812935,0.0
250,-45.29987561670646,-8.58097408150836,1.2136807377036614,1.2136807377036614,-45.312819236308485,-8.658106237016506,0.0
251,-41.239787914664824,-7.183800382270885,1.2136807377036614,1.2136807377036614,-42.29373705536885,-6.7250621523878085,0.0
252,-41.737103460182745,-14.576209474992554,1.2136807377036614,1.2136807377036614,-43.684260749405865,-15.92362908065061,0.0
253,-44.25239749407965,-18.12845429312715,1.2136807377036614,1.2136807377036614,-45.241717619238436,-17.290063138532055,0.0
254,-45.712209611033636,-17.200810332304243,1.2136807377036614,1.2136807377036614,-44.063003236709406,-17.779963778160056,0.0
255,-44.746613728514475,-12.149382388372214,1.2136807377036614,1.2136807377036614,-44.30211374105743,-12.720669825523522,0.0
256,-44.12122980072298,-17.559113362020277,1.2136807377036614,1.2136807377036614,-43.88433107607051,-16.751125078352537,0.0
257,-42.490309955309776,-17.297003910676864,1.2136807377036614,1.2136807377036614,-43.401319394829365,-17.630449190289813,0.0
258,-43.27282502933845,-14.395913247900612,1.2136807377036614,1.2136807377036614,-43.27284543921041,-13.651899439418354,0.0
259,-45.47553204141871,-9.891990110982778,1.2136807377036614,1.2136807377036614,-46.74378027453541,-8.951705139807935,0.0
260,-46.84282366627113,-13.314254946936463,1.2136807377036614,1.2136807377036614,-46.66177000122684,-13.357986267246055,0.0
261,-46.39894237224115,-12.068367003703035,1.2136807377036614,1.2136807377036614,-48.437839084744866,-10.576169980879246,0.0
262,-50.10894348190693,-10.41747098740504,1.2136807377036614,1.2136807377036614,-51.19072700603915,-9.66722733291463,0.0
263,-54.12486564906446,-8.489055312620568,1.2136807377036614,1.2136807377036614,-55.49231687971999,-8.046198681498858,0.0
264,-57.463828655949825,-10.950111385639344,1.2136807377036614,1.2136807377036614,-58.075001975282014,-11.197777415748401,0.0
265,-57.865022436321155,-13.513887973735539,1.2136807377036614,1.2136807377036614,-59.998740384708796,-14.754697391193295,0.0
266,-57.82444667613824,-10.821036309724247,1.2136807377036614,1.2136807377036614,-58.90850191657765,-12.354429116256922,0.0
267,-56.93724562645614,-12.364442677533573,1.2136807377036614,1.2136807377036614,-57.809275797084844,-13.09964055875966,0.0
268,-57.11625664031691,-8.599630795347508,1.2136807377036614,1.2136807377036614,-55.810409434590376,-7.418142953364443,0.0
269,-55.49941478452798,-5.454058185372622,1.2136807377036614,1.2136807377036614,-53.698390434489255,-6.8553475244447695,0.0
270,-58.39036276682705,-5.438457922991088,1.2136807377036614,1.2136807377036614,-58.20522992033133,-7.845531677082052,0.0
271,-59.14840725535233,-7.246652844464936,1.2136807377036614,1.2136807377036614,-59.99416920300416,-9.27626054011195,0.0
272,-56.06092134482584,-7.897979615800456,1.2136807377036614,1.2136807377036614,-56.6248315987789,-8.665608307522927,0.0
273,-55.38597410396215,-8.966566527969524,1.2136807377036614,1.2136807377036614,-57.714411613745874,-7.244676092107115,0.0
274,-58.48662468265764,-7.821438232677924,1.2136807377036614,1.2136807377036614,-58.54649466447857,-5.6833437906932245,0.0
275,-55.53190356322128,-4.703530382050431,1.2136807377036614,1.2136807377036614,-55.607594861559214,-5.744275120671161,0.0
